cd,per,mpio,n_ent,ageb,upm,area,fol,ent,con,n_pro_viv,v_sel,n_hog,h_mud,r_pre,fch_pre,r_def,fch_def,e_obs,cta_ent,cta_sup,p1,p2,p3,p4,r_inf,r_ele,tel,r_hab,r_nue,r_aus,obs
"14","0222","001","4","049-8","0100107","14","12A207","01","40007","0001","4","1","0","00","2022-02-03","00","2022-02-08","1","-","-","06","1","","","01","01","-","06","00","00",""
"14","0222","001","4","049-8","0100107","14","12A207","01","40007","0095","2","1","0","00","2022-02-03","00","2022-02-08","1","-","-","02","1","","","02","02","-","02","00","00",""
"14","0222","001","4","049-8","0100107","14","12A207","01","40007","0066","1","1","0","00","2022-02-03","00","2022-02-08","1","-","-","04","1","","","01","01","-","04","00","00",""
"14","0222","001","4","049-8","0100107","14","12A207","01","40007","0022","3","1","0","00","2022-02-11","00","2022-02-14","1","-","-","05","1","","","02","02","-","05","00","00",""
"14","0222","001","8","3613","0101732","14","11B193","01","40048","0046","1","1","0","00","2022-02-01","00","2022-02-08","1","-","-","09","1","","","06","06","-","09","00","00",""
"14","0222","001","8","3613","0101732","14","11B193","01","40048","0020","4","1","0","00","2022-02-01","00","2022-02-08","1","-","-","02","1","","","01","01","-","02","00","00",""
"14","0222","001","8","3613","0101732","14","11B193","01","40048","0104","3","1","0","00","2022-02-01","00","2022-02-08","1","-","-","02","1","","","01","01","-","02","00","00",""
"14","0222","001","8","3613","0101732","14","11B193","01","40048","0076","2","1","0","00","2022-02-01","00","2022-02-08","1","-","-","05","1","","","02","02","-","05","00","00",""
"14","0222","001","5","3191","0101485","14","12B196","01","40085","0067","3","1","0","00","2022-02-17","00","2022-02-18","2","-","-","04","1","","","02","02","-","04","00","00",""
"14","0222","001","5","3191","0101485","14","12B196","01","40085","0055","2","1","0","00","2022-02-17","00","2022-02-18","2","-","-","05","1","","","03","03","-","05","00","00",""
"14","0222","001","5","3191","0101485","14","12B196","01","40085","0125","4","1","0","00","2022-02-16","00","2022-02-16","2","-","-","03","1","","","01","01","-","03","00","00",""
"14","0222","001","5","3191","0101485","14","12B196","01","40085","0030","1","1","0","00","2022-02-16","00","2022-02-16","2","-","-","03","1","","","02","02","-","03","00","00",""
"14","0222","001","5","3736","0101791","14","11B196","01","40086","0098","3","1","0","00","2022-02-15","00","2022-02-18","2","-","-","05","1","","","02","02","-","05","00","00",""
"14","0222","001","5","3736","0101791","14","11B196","01","40086","0042","2","1","1","00","2022-02-17","00","2022-02-18","2","-","-","05","1","","","02","01","-","05","00","00",""
"14","0222","001","5","3736","0101791","14","11B196","01","40086","0015","1","1","0","00","2022-02-16","00","2022-02-16","2","-","-","01"," ","","","01","01","-","01","00","00",""
"14","0222","001","5","3736","0101791","14","11B196","01","40086","0053","4","1","0","00","2022-02-17","00","2022-02-18","2","-","-","05","1","","","02","01","-","05","00","00",""
"14","0222","001","1","301-1","0101370","14","11B202","01","40111","0087","4","1","0","00","2022-02-09","00","2022-02-09","2","-","-","05","1","","","05","01","-","05","00","00",""
"14","0222","001","1","301-1","0101370","14","11B202","01","40111","0061","3","1","0","00","2022-02-08","00","2022-02-09","1","-","-","02","1","","","02","02","-","02","00","00",""
"14","0222","001","1","301-1","0101370","14","11B202","01","40111","0035","2","1","0","00","2022-02-08","00","2022-02-09","1","-","-","04","1","","","02","02","-","04","00","00",""
"14","0222","001","1","301-1","0101370","14","11B202","01","40111","0012","1","1","0","00","2022-02-08","00","2022-02-09","2","-","-","01"," ","","","01","01","-","01","00","00",""
"14","0222","001","1","326-1","0101536","14","13B202","01","40112","0033","2","1","0","00","2022-02-12","00","2022-02-09","2","-","-","03","1","","","02","01","-","03","00","00",""
"14","0222","001","1","326-1","0101536","14","13B202","01","40112","0071","4","1","0","00","2022-02-12","00","2022-02-09","2","-","-","03","1","","","02","01","-","03","00","00",""
"14","0222","001","1","326-1","0101536","14","13B202","01","40112","0055","3","1","0","00","2022-02-12","00","2022-02-09","2","-","-","04","1","","","02","01","-","04","00","00",""
"14","0222","001","1","326-1","0101536","14","13B202","01","40112","0013","1","1","0","00","2022-02-12","00","2022-02-09","2","-","-","07","1","","","02","01","-","07","00","00",""
"14","0222","001","7","3365","0101631","14","12B194","01","40212","0139","4","1","0","00","2022-02-04","00","2022-02-08","1","-","-","02","1","","","01","01","-","02","00","00",""
"14","0222","001","7","3365","0101631","14","12B194","01","40212","0179","3","1","0","00","2022-02-04","00","2022-02-08","1","-","-","05","1","","","04","04","-","05","00","00",""
"14","0222","001","7","3365","0101631","14","12B194","01","40212","0174","1","1","0","06","2022-02-18","06","2022-02-18","1","-","-",""," ","","","","","-","","","",""
"14","0222","001","7","3365","0101631","14","12B194","01","40212","0040","2","1","0","00","2022-02-04","00","2022-02-08","1","-","-","01"," ","","","01","01","-","01","00","00",""
"14","0222","001","3","285-0","0101285","14","12A208","01","40237","0064","2","1","0","00","2022-02-09","00","2022-02-09","1","-","-","02","1","","","02","02","-","02","00","00",""
"14","0222","001","3","285-0","0101285","14","12A208","01","40237","0101","3","1","0","00","2022-02-09","00","2022-02-09","1","-","-","02","1","","","02","02","-","02","00","00",""
"14","0222","001","3","285-0","0101285","14","12A208","01","40237","0141","4","1","0","00","2022-02-09","00","2022-02-09","1","-","-","04","1","","","01","01","-","04","00","00",""
"14","0222","001","3","285-0","0101285","14","12A208","01","40237","0025","1","1","0","00","2022-02-10","00","2022-02-11","1","-","-","01"," ","","","01","01","-","01","00","00",""
"14","0222","001","3","219-3","0100750","14","11A208","01","40265","0056","2","1","0","00","2022-02-10","00","2022-02-11","2","-","-","03","1","","","02","02","-","03","00","00",""
"14","0222","001","3","219-3","0100750","14","11A208","01","40265","0117","4","1","0","00","2022-02-09","00","2022-02-09","1","-","-","03","1","","","02","02","-","03","00","00",""
"14","0222","001","3","219-3","0100750","14","11A208","01","40265","0012","1","1","0","00","2022-02-09","00","2022-02-09","2","-","-","03","1","","","01","01","-","03","00","00",""
"14","0222","001","3","219-3","0100750","14","11A208","01","40265","0090","3","1","1","00","2022-02-09","00","2022-02-09","1","-","-","04","1","","","01","01","-","04","00","00",""
"14","0222","001","7","3115","0101440","14","11B194","01","40272","0081","2","1","0","00","2022-02-10","00","2022-02-15","2","-","-","02","1","","","02","01","-","02","00","00",""
"14","0222","001","7","3115","0101440","14","11B194","01","40272","0049","1","1","0","00","2022-02-10","00","2022-02-11","1","-","-","06","1","","","01","01","-","06","00","00",""
"14","0222","001","7","3115","0101440","14","11B194","01","40272","0011","4","1","0","00","2022-02-10","00","2022-02-11","1","-","-","06","1","","","02","02","-","06","00","00",""
"14","0222","001","7","3115","0101440","14","11B194","01","40272","0111","3","1","0","00","2022-02-10","00","2022-02-14","2","-","-","04","1","","","02","01","-","04","00","00",""
