cd,per,mpio,n_ent,ageb,upm,area,fol,ent,con,n_pro_viv,v_sel,n_hog,h_mud,r_pre,fch_pre,r_def,fch_def,e_obs,cta_ent,cta_sup,p1,p2,p3,p4,r_inf,r_ele,tel,r_hab,r_nue,r_aus,obs
"14","1122","001","1","043-0","0100078","14","11B213","01","40003","0107","2","1","0","00","2022-11-17","00","2022-11-18","2","-","-","01"," ","","","01","01","-","01","00","00",""
"14","1122","001","1","043-0","0100078","14","11B213","01","40003","0010","1","1","0","00","2022-11-08","00","2022-11-09","1","-","-","01"," ","","","01","01","-","01","00","00",""
"14","1122","001","1","043-0","0100078","14","11B213","01","40003","0055","3","1","0","00","2022-11-08","00","2022-11-09","1","-","-","06","1","","","02","02","-","06","00","00",""
"14","1122","001","1","043-0","0100078","14","11B213","01","40003","0083","4","1","0","00","2022-11-08","00","2022-11-09","1","-","-","02","1","","","01","01","-","02","00","00",""
"14","1122","001","8","276-1","0101206","14","12A204","01","40005","0141","3","1","0","00","2022-11-01","00","2022-11-04","1","-","-","04","1","","","01","01","-","04","00","00",""
"14","1122","001","8","276-1","0101206","14","12A204","01","40005","0096","4","1","0","00","2022-11-01","00","2022-11-04","1","-","-","02","1","","","01","01","-","02","00","00",""
"14","1122","001","8","276-1","0101206","14","12A204","01","40005","0061","2","1","0","00","2022-11-01","00","2022-11-04","1","-","-","02","1","","","01","01","-","02","00","00",""
"14","1122","001","8","276-1","0101206","14","12A204","01","40005","0029","1","1","0","00","2022-11-01","00","2022-11-04","1","-","-","03","1","","","01","01","-","03","00","00",""
"14","1122","001","5","049-8","0100107","14","12A207","01","40007","0066","1","1","0","00","2022-11-09","00","2022-11-10","2","-","-","04","1","","","01","01","-","04","00","00",""
"14","1122","001","5","049-8","0100107","14","12A207","01","40007","0022","3","1","0","00","2022-11-09","00","2022-11-10","2","-","-","06","1","","","02","02","-","05","01","00",""
"14","1122","001","5","049-8","0100107","14","12A207","01","40007","0095","2","1","0","00","2022-11-03","00","2022-11-04","1","-","-","02","1","","","02","02","-","02","00","00",""
"14","1122","001","5","049-8","0100107","14","12A207","01","40007","0001","4","1","0","00","2022-11-08","00","2022-11-09","1","-","-","06","1","","","01","01","-","06","00","00",""
"14","1122","001","4","380-6","0101841","14","11A218","01","40029","0032","2","1","0","00","2022-11-03","00","2022-11-04","1","-","-","07","1","","","04","04","-","07","00","00",""
"14","1122","001","4","380-6","0101841","14","11A218","01","40029","0100","3","1","0","00","2022-11-03","00","2022-11-04","1","-","-","03","1","","","01","01","-","03","00","00",""
"14","1122","001","4","380-6","0101841","14","11A218","01","40029","0088","4","1","0","00","2022-11-03","00","2022-11-04","1","-","-","04","1","","","01","01","-","04","00","00",""
"14","1122","001","4","380-6","0101841","14","11A218","01","40029","0025","1","1","0","00","2022-11-03","00","2022-11-04","1","-","-","05","1","","","01","01","-","05","00","00",""
"14","1122","001","1","213-6","0100704","14","12B213","01","40034","0096","1","1","0","00","2022-11-09","00","2022-11-11","2","-","-","03","1","","","02","02","-","03","00","00",""
"14","1122","001","1","213-6","0100704","14","12B213","01","40034","0046","4","1","0","00","2022-11-15","00","2022-11-15","1","-","-","06","1","","","01","02","-","06","00","00",""
"14","1122","001","1","213-6","0100704","14","12B213","01","40034","0083","3","1","0","00","2022-11-15","00","2022-11-15","1","-","-","04","1","","","02","01","-","04","00","00",""
"14","1122","001","1","213-6","0100704","14","12B213","01","40034","0055","2","1","0","00","2022-11-17","00","2022-11-18","2","-","-","02","1","","","02","01","-","02","00","00",""
"14","1122","001","4","216-A","0100724","14","12A218","01","40095","0078","4","1","0","00","2022-11-07","00","2022-11-11","2","-","-","02","1","","","01","01","-","02","00","00",""
"14","1122","001","4","216-A","0100724","14","12A218","01","40095","0086","3","1","0","00","2022-11-07","00","2022-11-11","2","-","-","03","1","","","01","01","-","03","00","00",""
"14","1122","001","4","216-A","0100724","14","12A218","01","40095","0060","2","1","0","00","2022-11-07","00","2022-11-11","2","-","-","03","1","","","02","02","-","03","00","00",""
