cd,per,mpio,n_ent,ageb,upm,area,fol,ent,con,n_pro_viv,v_sel,n_hog,h_mud,r_pre,fch_pre,r_def,fch_def,e_obs,cta_ent,cta_sup,p1,p2,p3,p4,r_inf,r_ele,tel,r_hab,r_nue,r_aus,obs
21,1222,4,6,450-A,205564,21,11A207,2,40007,22,1,1,2,3,2022-12-20,3,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,6,450-A,205564,21,11A207,2,40007,101,4,1,0,0,2022-12-09,0,2022-12-10,2,-,-,4,1,,,3,3,-,3,1,0,
21,1222,4,6,450-A,205564,21,11A207,2,40007,48,2,1,0,0,2022-12-10,0,2022-12-15,2,-,-,5,1,,,1,1,-,5,0,0,
21,1222,4,6,450-A,205564,21,11A207,2,40007,72,3,1,0,0,2022-12-03,0,2022-12-10,2,-,-,4,1,,,1,1,-,4,0,0,
21,1222,4,6,690-0,206577,21,12A207,2,40043,56,3,1,0,0,2022-12-07,0,2022-12-10,1,-,-,4,1,,,2,2,-,4,0,0,
21,1222,4,6,690-0,206577,21,12A207,2,40043,83,4,1,0,0,2022-12-14,0,2022-12-15,1,-,-,7,1,,,2,2,-,7,0,0,
21,1222,4,6,690-0,206577,21,12A207,2,40043,29,2,1,0,0,2022-12-14,0,2022-12-15,1,-,-,4,1,,,3,3,-,4,0,0,
21,1222,4,6,690-0,206577,21,12A207,2,40043,3,1,1,0,0,2022-12-08,0,2022-12-10,1,-,-,2,1,,,2,2,-,2,0,0,
21,1222,4,2,633-2,206279,21,11B213,2,40101,25,1,1,0,0,2022-12-10,0,2022-12-15,2,-,-,5,1,,,1,1,-,5,0,0,
21,1222,4,2,633-2,206279,21,11B213,2,40101,200,4,1,0,0,2022-12-10,0,2022-12-15,2,-,-,2,1,,,1,1,-,2,0,0,
21,1222,4,2,633-2,206279,21,11B213,2,40101,72,2,1,0,0,2022-12-10,0,2022-12-15,2,-,-,3,1,,,1,2,-,3,0,0,
21,1222,4,2,633-2,206279,21,11B213,2,40101,125,3,1,0,0,2022-12-10,0,2022-12-15,2,-,-,6,1,,,2,2,-,6,0,0,
21,1222,4,2,053-0,203349,21,13B213,2,40134,176,1,1,0,3,2022-12-20,3,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,2,053-0,203349,21,13B213,2,40134,24,2,1,0,7,2022-12-20,7,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,2,053-0,203349,21,13B213,2,40134,73,3,1,0,3,2022-12-20,3,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,2,053-0,203349,21,13B213,2,40134,125,4,1,0,0,2022-12-09,0,2022-12-12,1,-,-,5,1,,,1,1,-,5,0,0,
21,1222,4,1,431-7,205466,21,11B214,2,40167,80,2,1,0,3,2022-12-20,3,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,1,431-7,205466,21,11B214,2,40167,49,1,1,0,8,2022-12-17,8,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,1,431-7,205466,21,11B214,2,40167,92,4,1,0,0,2022-12-03,0,2022-12-10,2,-,-,4,1,,,2,2,-,4,0,0,
21,1222,4,1,431-7,205466,21,11B214,2,40167,30,3,1,0,0,2022-12-06,0,2022-12-10,2,-,-,2,1,,,2,1,-,2,0,0,
21,1222,4,5,640-2,206336,21,11A208,2,40171,170,3,1,0,2,2022-12-17,2,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,5,640-2,206336,21,11A208,2,40171,210,4,1,1,6,2022-12-20,6,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,5,640-2,206336,21,11A208,2,40171,44,2,1,0,0,2022-12-03,0,2022-12-10,1,-,-,1, ,,,1,1,-,1,0,0,
21,1222,4,5,640-2,206336,21,11A208,2,40171,93,1,1,0,0,2022-12-03,0,2022-12-10,2,-,-,5,1,,,2,2,-,5,0,0,
21,1222,4,5,571-A,206101,21,13A208,2,40173,83,2,1,0,1,2022-12-20,1,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,5,571-A,206101,21,13A208,2,40173,53,3,1,0,7,2022-12-20,7,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,5,571-A,206101,21,13A208,2,40173,29,4,1,0,7,2022-12-20,7,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,5,571-A,206101,21,13A208,2,40173,98,1,1,0,6,2022-12-20,6,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,4,018-9,203200,21,12B211,2,40191,96,3,1,0,0,2022-12-10,0,2022-12-12,1,-,-,2,1,,,1,1,-,2,0,0,
21,1222,4,4,018-9,203200,21,12B211,2,40191,53,4,1,0,0,2022-12-12,0,2022-12-15,1,-,-,3,1,,,1,1,-,3,0,0,
21,1222,4,4,018-9,203200,21,12B211,2,40191,72,2,1,0,7,2022-12-20,7,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,4,018-9,203200,21,12B211,2,40191,8,1,1,0,3,2022-12-20,3,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,1,341-2,204708,21,13B214,2,40199,29,2,1,0,0,2022-12-04,0,2022-12-07,2,-,-,3,1,,,2,3,-,3,0,0,
21,1222,4,1,341-2,204708,21,13B214,2,40199,67,3,1,0,7,2022-12-20,7,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,1,341-2,204708,21,13B214,2,40199,95,4,1,0,0,2022-12-05,0,2022-12-09,1,-,-,4,1,,,2,2,-,4,0,0,
21,1222,4,1,341-2,204708,21,13B214,2,40199,119,1,1,0,0,2022-12-13,0,2022-12-15,1,-,-,4,1,,,2,2,-,4,0,0,
21,1222,4,4,557-A,206006,21,11B211,2,40255,98,3,1,1,0,2022-12-08,0,2022-12-09,1,-,-,1, ,,,1,1,-,1,0,0,
21,1222,4,4,557-A,206006,21,11B211,2,40255,55,2,1,0,0,2022-12-08,0,2022-12-09,1,-,-,4,1,,,2,2,-,4,0,0,
21,1222,4,4,557-A,206006,21,11B211,2,40255,143,4,1,0,0,2022-12-08,0,2022-12-09,1,-,-,4,1,,,2,2,-,4,0,0,
21,1222,4,4,557-A,206006,21,11B211,2,40255,9,1,1,0,0,2022-12-14,0,2022-12-19,1,-,-,2,1,,,1,1,-,2,0,0,
21,1222,4,8,342-7,204719,21,12A205,2,40259,108,4,1,0,0,2022-12-05,0,2022-12-20,1,-,-,4,1,,,1,2,-,4,0,0,
21,1222,4,8,342-7,204719,21,12A205,2,40259,57,2,1,0,0,2022-12-05,0,2022-12-15,1,-,-,3,1,,,3,2,-,3,0,0,
21,1222,4,8,342-7,204719,21,12A205,2,40259,10,1,1,0,0,2022-12-05,0,2022-12-09,1,-,-,2,1,,,2,1,-,2,0,0,
21,1222,4,8,342-7,204719,21,12A205,2,40259,85,3,1,0,0,2022-12-13,0,2022-12-15,1,-,-,3,1,,,2,2,-,3,0,0,
21,1222,4,8,177-4,203827,21,11A205,2,40260,105,3,1,0,0,2022-12-07,0,2022-12-10,1,-,-,1, ,,,1,1,-,1,0,0,
21,1222,4,8,177-4,203827,21,11A205,2,40260,62,2,1,0,0,2022-12-17,0,2022-12-20,1,-,-,5,1,,,5,2,-,5,0,0,
21,1222,4,8,177-4,203827,21,11A205,2,40260,170,4,1,0,0,2022-12-07,0,2022-12-10,1,-,-,1, ,,,1,1,-,1,0,0,
21,1222,4,8,177-4,203827,21,11A205,2,40260,19,1,1,1,0,2022-12-08,0,2022-12-20,1,-,-,2,1,,,1,2,-,2,0,0,
21,1222,4,3,325-3,204579,21,12B212,2,40382,119,4,1,0,0,2022-12-10,0,2022-12-12,2,-,-,4,1,,,1,1,-,4,0,0,
21,1222,4,3,325-3,204579,21,12B212,2,40382,87,2,1,0,0,2022-12-09,0,2022-12-12,2,-,-,3,1,,,2,2,-,3,0,0,
21,1222,4,3,325-3,204579,21,12B212,2,40382,123,3,1,0,9,2022-12-20,9,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,3,325-3,204579,21,12B212,2,40382,36,1,1,0,1,2022-12-20,1,2022-12-20,1,-,-,, ,,,,,-,,,,
21,1222,4,7,045-6,203289,21,12A206,2,40391,125,2,1,0,0,2022-12-11,0,2022-12-12,2,-,-,4,1,,,1,1,-,4,0,0,
21,1222,4,7,045-6,203289,21,12A206,2,40391,69,1,1,0,0,2022-12-04,0,2022-12-07,1,-,-,3,1,,,1,2,-,3,0,0,
21,1222,4,7,045-6,203289,21,12A206,2,40391,186,3,1,0,7,2022-12-04,7,2022-12-19,1,-,-,, ,,,,,-,,,,
21,1222,4,7,045-6,203289,21,12A206,2,40391,21,4,1,0,10,2022-12-04,10,2022-12-19,1,-,-,, ,,,,,-,,,,
40,1222,3,2,410-2,300554,40,13B213,3,40033,53,1,1,0,0,2022-12-13,0,2022-12-15,1,-,-,1, ,,,1,1,-,1,0,0,
40,1222,3,2,410-2,300554,40,13B213,3,40033,20,3,1,0,0,2022-12-06,0,2022-12-08,2,-,-,5,1,,,2,2,-,5,0,0,
40,1222,3,2,410-2,300554,40,13B213,3,40033,4,2,1,0,0,2022-12-06,0,2022-12-08,2,-,-,4,1,,,1,1,-,4,0,0,
40,1222,3,2,410-2,300554,40,13B213,3,40033,32,4,1,0,0,2022-12-06,0,2022-12-08,2,-,-,1, ,,,1,1,-,1,0,0,
40,1222,3,6,199-8,300039,40,12A207,3,40106,56,2,1,1,0,2022-12-09,0,2022-12-13,1,-,-,1, ,,,1,1,-,1,0,0,
40,1222,3,6,199-8,300039,40,12A207,3,40106,2,3,1,0,0,2022-12-07,0,2022-12-07,1,-,-,3,1,,,1,1,-,3,0,0,
40,1222,3,6,199-8,300039,40,12A207,3,40106,105,1,1,0,0,2022-12-15,0,2022-12-15,1,-,-,5,1,,,1,1,-,5,0,0,
40,1222,3,6,199-8,300039,40,12A207,3,40106,38,4,1,0,3,2022-12-16,3,2022-12-16,1,-,-,, ,,,,,-,,,,
40,1222,3,1,211-0,300089,40,12B214,3,40140,91,1,1,0,0,2022-12-02,0,2022-12-05,2,-,-,4,1,,,2,1,-,4,0,0,
40,1222,3,1,211-0,300089,40,12B214,3,40140,32,2,1,0,0,2022-12-02,0,2022-12-05,2,-,-,6,1,,,3,2,-,6,0,0,
40,1222,3,1,211-0,300089,40,12B214,3,40140,76,3,1,0,0,2022-12-02,0,2022-12-05,1,-,-,3,1,,,2,2,-,3,0,0,
40,1222,3,1,211-0,300089,40,12B214,3,40140,90,4,1,0,0,2022-12-02,0,2022-12-05,1,-,-,5,1,,,2,1,-,5,0,0,
40,1222,3,8,224-8,300147,40,12A205,3,40170,148,2,1,0,0,2022-12-05,0,2022-12-06,2,-,-,1, ,,,1,1,-,1,0,0,
40,1222,3,8,224-8,300147,40,12A205,3,40170,64,3,1,0,0,2022-12-02,0,2022-12-05,2,-,-,1, ,,,1,1,-,1,0,0,
40,1222,3,8,224-8,300147,40,12A205,3,40170,93,1,1,0,0,2022-12-12,0,2022-12-15,1,-,-,3,1,,,1,1,-,3,0,0,
40,1222,3,8,224-8,300147,40,12A205,3,40170,30,4,1,0,0,2022-12-06,0,2022-12-08,2,-,-,1, ,,,1,1,-,1,0,0,
40,1222,3,3,472-3,300677,40,11B212,3,40192,125,1,1,1,0,2022-12-13,0,2022-12-15,1,-,-,2,1,,,1,1,-,2,0,0,
40,1222,3,3,472-3,300677,40,11B212,3,40192,43,3,1,0,0,2022-12-06,0,2022-12-08,2,-,-,4,1,,,3,3,-,4,0,0,
40,1222,3,3,472-3,300677,40,11B212,3,40192,97,4,1,0,0,2022-12-08,0,2022-12-10,1,-,-,3,1,,,1,1,-,3,0,0,
40,1222,3,3,472-3,300677,40,11B212,3,40192,173,2,1,0,0,2022-12-06,0,2022-12-08,2,-,-,2,1,,,1,1,-,2,0,0,
40,1222,3,4,394-1,300495,40,12B211,3,40249,40,1,1,1,0,2022-12-16,0,2022-12-16,1,-,-,3,1,,,1,1,-,3,0,0,
40,1222,3,4,394-1,300495,40,12B211,3,40249,16,4,1,0,0,2022-12-08,0,2022-12-10,1,-,-,4,1,,,1,1,-,4,0,0,
40,1222,3,4,394-1,300495,40,12B211,3,40249,91,3,1,0,0,2022-12-14,0,2022-12-15,1,-,-,3,1,,,1,1,-,3,0,0,
40,1222,3,4,394-1,300495,40,12B211,3,40249,61,2,1,0,0,2022-12-13,0,2022-12-15,1,-,-,2,1,,,1,1,-,2,0,0,
40,1222,3,5,212-5,300094,40,12A208,3,40274,116,4,1,1,0,2022-12-05,0,2022-12-06,2,-,-,1, ,,,1,1,-,1,0,0,
40,1222,3,5,212-5,300094,40,12A208,3,40274,104,1,1,0,0,2022-12-05,0,2022-12-06,2,-,-,8,1,,,2,1,-,8,0,0,
40,1222,3,5,212-5,300094,40,12A208,3,40274,111,3,1,0,0,2022-12-05,0,2022-12-06,2,-,-,3,1,,,2,2,-,3,0,0,
40,1222,3,5,212-5,300094,40,12A208,3,40274,4,2,1,0,0,2022-12-14,0,2022-12-15,1,-,-,4,1,,,2,2,-,4,0,0,
40,1222,3,7,309-1,300250,40,13A206,3,40283,89,1,1,0,3,2022-12-16,3,2022-12-16,1,-,-,, ,,,,,-,,,,
40,1222,3,7,309-1,300250,40,13A206,3,40283,58,2,1,0,0,2022-12-07,0,2022-12-07,1,-,-,1, ,,,1,1,-,1,0,0,
40,1222,3,7,309-1,300250,40,13A206,3,40283,3,3,1,0,0,2022-12-09,0,2022-12-16,1,-,-,1, ,,,1,1,-,1,0,0,
40,1222,3,7,309-1,300250,40,13A206,3,40283,36,4,1,0,0,2022-12-12,0,2022-12-13,2,-,-,2,1,,,1,1,-,2,0,0,
40,1222,3,3,199-8,300040,40,13B212,3,40304,89,2,1,0,0,2022-12-14,0,2022-12-15,1,-,-,4,1,,,4,4,-,4,0,0,
40,1222,3,3,199-8,300040,40,13B212,3,40304,109,3,1,0,0,2022-12-07,0,2022-12-07,1,-,-,4,1,,,4,4,-,4,0,0,
40,1222,3,3,199-8,300040,40,13B212,3,40304,54,1,1,0,0,2022-12-09,0,2022-12-15,1,-,-,3,1,,,1,1,-,3,0,0,
40,1222,3,3,199-8,300040,40,13B212,3,40304,5,4,1,0,0,2022-12-14,0,2022-12-15,1,-,-,3,1,,,1,1,-,3,0,0,
40,1222,3,7,316-1,300272,40,11A206,3,40307,79,3,1,0,0,2022-12-14,0,2022-12-15,1,-,-,5,1,,,1,1,-,5,0,0,
40,1222,3,7,316-1,300272,40,11A206,3,40307,14,1,1,0,12,2022-12-16,12,2022-12-16,1,-,-,, ,,,,,-,,,,
40,1222,3,7,316-1,300272,40,11A206,3,40307,111,4,1,0,0,2022-12-08,0,2022-12-10,1,-,-,6,1,,,1,1,-,6,0,0,
40,1222,3,7,316-1,300272,40,11A206,3,40307,33,2,1,0,0,2022-12-08,0,2022-12-10,1,-,-,2,1,,,1,1,-,2,0,0,
28,1222,2,2,195-7,400509,28,11B213,4,40005,20,4,1,0,0,2022-12-14,0,2022-12-15,2,-,-,2,1,,,1,1,-,2,0,0,
28,1222,2,2,195-7,400509,28,11B213,4,40005,124,3,1,0,0,2022-12-13,0,2022-12-14,1,-,-,7,2,2,4,1,2,-,4,0,0,
28,1222,2,2,195-7,400509,28,11B213,4,40005,46,1,1,0,0,2022-12-07,0,2022-12-12,1,-,-,3,1,,,2,2,-,3,0,0,
28,1222,2,2,195-7,400509,28,11B213,4,40005,90,2,1,0,6,2022-12-13,6,2022-12-14,2,-,-,, ,,,,,-,,,,
28,1222,2,6,189-1,400463,28,11A207,4,40011,36,1,1,0,0,2022-12-08,0,2022-12-12,2,-,-,3,1,,,1,1,-,3,0,0,
28,1222,2,6,189-1,400463,28,11A207,4,40011,171,3,1,0,0,2022-12-08,0,2022-12-12,2,-,-,2,1,,,2,2,-,2,0,0,
28,1222,2,6,189-1,400463,28,11A207,4,40011,13,4,1,0,0,2022-12-06,0,2022-12-07,2,-,-,3,1,,,2,2,-,3,0,0,
28,1222,2,6,189-1,400463,28,11A207,4,40011,62,2,1,0,0,2022-12-08,0,2022-12-12,2,-,-,7,1,,,4,3,-,7,0,0,
28,1222,2,7,127-0,400265,28,12A206,4,40087,25,2,1,0,3,2022-12-13,3,2022-12-14,2,-,-,, ,,,,,-,,,,
28,1222,2,7,127-0,400265,28,12A206,4,40087,74,4,1,0,6,2022-12-13,6,2022-12-14,2,-,-,, ,,,,,-,,,,
28,1222,2,7,127-0,400265,28,12A206,4,40087,103,1,1,0,3,2022-12-13,3,2022-12-14,2,-,-,, ,,,,,-,,,,
28,1222,2,7,127-0,400265,28,12A206,4,40087,47,3,1,0,0,2022-12-15,0,2022-12-15,2,-,-,3,1,,,2,1,-,3,0,0,
28,1222,2,8,174-5,400438,28,12A205,4,40116,58,2,1,0,0,2022-12-01,0,2022-12-07,2,-,-,1, ,,,1,1,-,1,0,0,
28,1222,2,8,174-5,400438,28,12A205,4,40116,92,3,1,2,0,2022-12-13,0,2022-12-14,1,-,-,1, ,,,1,1,-,1,0,0,
28,1222,2,8,174-5,400438,28,12A205,4,40116,20,1,1,0,0,2022-12-01,0,2022-12-07,2,-,-,6,1,,,2,1,-,6,0,0,
28,1222,2,8,174-5,400438,28,12A205,4,40116,117,4,1,0,0,2022-12-08,0,2022-12-12,2,-,-,4,1,,,1,3,-,4,0,0,
28,1222,2,8,012-6,400028,28,11A205,4,40139,5,2,1,0,0,2022-12-12,0,2022-12-14,2,-,-,1, ,,,1,1,-,1,0,0,
28,1222,2,8,012-6,400028,28,11A205,4,40139,82,4,1,0,0,2022-12-05,0,2022-12-07,2,-,-,4,1,,,2,2,-,4,0,0,
28,1222,2,8,012-6,400028,28,11A205,4,40139,113,3,1,0,6,2022-12-13,6,2022-12-14,2,-,-,, ,,,,,-,,,,
28,1222,2,8,012-6,400028,28,11A205,4,40139,32,1,1,0,0,2022-12-08,0,2022-12-12,2,-,-,3,1,,,2,2,-,3,0,0,
28,1222,2,5,199-5,400537,28,11A208,4,40148,62,2,1,0,0,2022-12-12,0,2022-12-14,2,-,-,1, ,,,1,1,-,1,0,0,
28,1222,2,5,199-5,400537,28,11A208,4,40148,93,3,1,0,0,2022-12-07,0,2022-12-12,2,-,-,5,1,,,2,4,-,5,0,0,
28,1222,2,5,199-5,400537,28,11A208,4,40148,27,1,1,0,0,2022-12-02,0,2022-12-07,2,-,-,2,1,,,2,2,-,2,0,0,
28,1222,2,5,199-5,400537,28,11A208,4,40148,120,4,1,0,3,2022-12-14,3,2022-12-15,2,-,-,, ,,,,,-,,,,
28,1222,2,1,205-2,400568,28,11B214,4,40170,72,3,1,0,0,2022-12-13,0,2022-12-14,1,-,-,4,1,,,2,2,-,4,0,0,
28,1222,2,1,205-2,400568,28,11B214,4,40170,34,2,1,0,0,2022-12-12,0,2022-12-14,2,-,-,4,1,,,1,1,-,4,0,0,
28,1222,2,1,205-2,400568,28,11B214,4,40170,8,1,1,0,0,2022-12-12,0,2022-12-14,2,-,-,5,1,,,2,2,-,5,0,0,
28,1222,2,1,205-2,400568,28,11B214,4,40170,119,4,1,0,0,2022-12-06,0,2022-12-07,2,-,-,4,1,,,2,3,-,4,0,0,
28,1222,2,3,173-0,400425,28,12B212,4,40191,53,1,1,0,0,2022-12-01,0,2022-12-07,2,-,-,2,1,,,1,2,-,2,0,0,
28,1222,2,3,173-0,400425,28,12B212,4,40191,37,4,1,0,0,2022-12-06,0,2022-12-07,2,-,-,2,1,,,2,2,-,2,0,0,
28,1222,2,3,173-0,400425,28,12B212,4,40191,104,2,1,0,0,2022-12-07,0,2022-12-12,2,-,-,1, ,,,1,1,-,1,0,0,
28,1222,2,3,173-0,400425,28,12B212,4,40191,132,3,1,1,0,2022-12-06,0,2022-12-07,1,-,-,1, ,,,1,1,-,1,0,0,
28,1222,2,4,191-9,400481,28,13B211,4,40194,51,3,1,0,3,2022-12-14,3,2022-12-15,2,-,-,, ,,,,,-,,,,
28,1222,2,4,191-9,400481,28,13B211,4,40194,3,1,1,0,0,2022-12-07,0,2022-12-12,2,-,-,2,1,,,1,2,-,2,0,0,
