cd,per,n_ent,fol,ent,con,v_sel,n_hog,h_mud,n_ren,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,factor
"14","0422","8","11B195","01","40341","4","1","0","01","3","4","3","3","4","4","3","3","2","2","3","5","2","3","3",22936
"14","0422","8","11B195","01","40341","2","1","0","01","3","2","3","2","3","4","2","3","2","2","4","6","3","3","3",30581
"14","0422","8","11B195","01","40341","3","1","0","03","4","3","3","4","4","3","3","3","2","2","4","6","4","3","3",22936
"14","0422","8","11B195","01","40341","1","1","0","02","3","3","3","2","4","4","2","2","2","1","3","6","3","3","3",15291
"14","0422","5","11B198","01","40377","1","1","0","03","3","2","3","3","4","4","2","3","2","2","3","6","4","3","3",22931
"14","0422","5","11B198","01","40377","3","1","0","03","3","2","3","2","4","4","3","3","2","2","3","6","4","3","3",22931
"14","0422","5","11B198","01","40377","4","1","0","02","3","2","3","3","4","2","2","3","2","2","4","6","2","3","3",7644
"14","0422","5","12B198","01","40408","1","1","0","04","3","2","3","2","3","4","2","2","2","2","4","6","3","3","3",36727
"14","0422","5","12B198","01","40408","4","1","0","03","3","2","3","2","4","3","2","3","2","4","3","6","3","3","3",22036
"14","0422","5","12B198","01","40408","2","1","0","02","3","3","4","2","4","4","2","3","2","2","4","6","4","3","2",22036
"14","0422","5","12B198","01","40408","3","1","0","01","4","5","4","5","4","5","3","3","2","2","4","6","4","3","3",7345
"21","0422","7","11B196","02","40055","1","1","0","01","4","3","3","3","4","5","2","2","2","2","3","4","3","3","3",15130
"21","0422","7","11B196","02","40055","2","1","1","03","2","3","2","1","2","3","2","2","1","1","2","4","3","1","1",30261
"21","0422","7","11B196","02","40055","3","1","0","01","4","2","3","2","3","4","3","3","2","4","3","4","2","3","3",15130
"21","0422","3","12B202","02","40079","2","1","0","01","2","2","2","2","2","1","2","2","1","1","2","4","2","2","1",15361
"21","0422","3","12B202","02","40079","3","1","0","01","3","4","3","3","4","6","3","3","1","2","3","4","6","4","3",15361
"21","0422","3","12B202","02","40079","4","1","0","01","3","3","3","3","4","4","1","1","1","2","2","6","2","3","3",7680
"21","0422","3","12B202","02","40079","1","1","0","01","3","2","2","2","3","4","2","2","2","2","3","6","3","3","3",30721
"21","0422","7","12B196","02","40086","1","1","0","01","2","3","2","2","3","2","1","2","1","1","2","4","2","3","1",13626
"21","0422","7","12B196","02","40086","4","1","1","01","2","3","3","3","2","2","2","1","2","2","3","4","2","3","3",20439
"21","0422","7","12B196","02","40086","2","1","0","01","2","2","2","2","3","2","1","2","1","1","2","3","3","1","3",6813
"21","0422","2","11B203","02","40177","1","1","0","03","3","2","3","2","4","6","1","2","2","2","4","6","3","3","2",31549
"21","0422","2","11B203","02","40177","4","1","0","01","4","2","2","2","3","2","1","1","1","1","2","6","2","1","3",10516
"21","0422","2","11B203","02","40177","2","1","0","02","2","1","2","3","1","3","3","3","2","2","2","3","3","3","3",21033
"21","0422","2","13B203","02","40243","2","1","0","02","5","2","4","2","5","4","2","2","2","2","2","6","4","3","3",29499
"21","0422","2","13B203","02","40243","3","1","0","01","3","2","3","2","3","2","1","1","1","1","2","4","2","1","3",9833
"21","0422","6","12B197","02","40249","3","1","1","01","3","2","3","2","3","3","2","3","2","1","3","5","3","3","3",16327
"21","0422","4","11B201","02","40298","2","1","0","01","3","3","3","2","2","2","3","3","2","2","3","4","2","3","3",16156
"21","0422","4","11B201","02","40298","3","1","0","01","2","2","2","2","4","4","1","2","1","1","2","5","2","1","1",16156
"21","0422","4","11B201","02","40298","4","1","0","04","3","3","3","3","3","4","1","2","2","2","2","4","3","3","3",32313
"21","0422","4","12B201","02","40302","1","1","0","03","4","3","3","3","4","5","3","3","2","2","3","5","4","3","3",23260
"21","0422","4","12B201","02","40302","2","1","0","01","4","4","5","4","3","4","1","3","1","1","3","6","3","3","1",23260
"21","0422","4","12B201","02","40302","3","1","0","02","4","3","4","4","4","4","3","3","2","2","3","5","4","3","3",15507
"21","0422","1","11B204","02","40303","4","1","0","01","3","1","3","1","2","2","1","1","1","1","2","5","1","1","1",7997
"21","0422","1","11B204","02","40303","3","1","0","02","4","2","3","2","4","2","3","2","2","2","3","6","2","3","3",15995
"21","0422","1","11B204","02","40303","2","1","0","01","3","3","3","3","1","3","1","3","2","2","3","3","3","3","3",15995
"21","0422","1","13B204","02","40305","4","1","0","03","3","4","2","1","2","3","1","2","1","4","6","6","4","3","3",30079
"21","0422","1","13B204","02","40305","3","1","0","01","3","4","3","3","4","4","3","3","1","1","3","6","3","1","1",20052
"21","0422","1","13B204","02","40305","2","1","0","01","3","3","3","2","4","4","3","3","2","2","3","4","3","3","3",50131
"21","0422","5","13B198","02","40347","4","1","0","02","2","3","2","3","2","2","1","3","1","2","2","6","3","3","1",17517
"21","0422","5","13B198","02","40347","3","1","0","02","3","2","2","3","3","3","1","2","2","1","3","6","2","1","1",17517
"21","0422","5","13B198","02","40347","1","1","0","03","3","3","3","4","4","4","2","3","2","2","3","6","4","3","3",35034
"21","0422","5","13B198","02","40347","2","1","1","02","3","2","3","2","5","5","2","2","2","2","4","6","3","3","3",17517
"21","0422","8","11B195","02","40371","4","1","1","01","4","4","4","4","3","6","3","3","2","2","3","4","3","3","3",4258
"21","0422","8","11B195","02","40371","1","1","0","01","2","2","2","2","2","2","3","1","2","1","2","3","1","3","1",4258
"21","0422","8","13B195","02","40374","3","1","0","02","3","3","3","3","3","3","2","2","2","2","3","5","2","3","1",18452
"21","0422","8","13B195","02","40374","1","1","0","03","3","3","3","3","4","3","2","2","1","1","3","4","3","3","3",36904
"21","0422","8","13B195","02","40374","4","1","0","02","4","3","4","3","4","2","3","3","2","1","3","4","2","3","3",27678
"21","0422","8","13B195","02","40374","2","1","0","03","2","1","3","2","3","3","1","1","1","1","1","6","3","1","1",18452
"21","0422","5","11B198","02","40408","1","1","0","01","2","1","2","1","2","1","1","1","1","1","2","2","1","1","1",6180
"21","0422","5","11B198","02","40408","2","1","0","01","1","1","2","2","4","4","1","1","1","1","2","4","4","3","1",12360
"21","0422","5","11B198","02","40408","3","1","0","02","2","2","3","3","2","2","2","2","2","2","2","5","3","1","1",12360
"40","0422","4","12B201","03","40029","3","1","0","02","4","4","4","3","4","5","3","3","2","2","4","6","4","3","3",30582
"40","0422","4","12B201","03","40029","1","1","0","01","3","4","4","3","3","3","2","3","2","2","3","6","4","3","3",30582
"40","0422","4","12B201","03","40029","2","1","0","01","3","2","3","2","3","3","2","2","1","2","3","5","4","3","3",15291
"40","0422","4","12B201","03","40029","4","1","0","01","4","4","3","3","3","4","1","3","1","2","3","6","3","3","2",15291
"40","0422","3","13B202","03","40072","1","1","0","02","3","2","3","2","4","4","2","2","2","2","2","6","3","1","2",39101
"40","0422","3","13B202","03","40072","2","1","0","01","3","4","3","4","4","5","2","2","1","1","3","6","4","1","2",26067
"40","0422","3","11B202","03","40126","1","1","0","01","2","2","2","2","2","4","2","3","2","2","3","5","4","3","3",7083
"40","0422","3","11B202","03","40126","3","1","0","02","3","2","3","2","4","4","3","3","1","2","2","4","3","1","2",14167
"40","0422","3","11B202","03","40126","4","1","0","01","3","3","3","3","3","3","2","2","2","1","3","4","3","3","2",7083
"40","0422","3","11B202","03","40126","2","1","0","01","3","3","3","3","4","3","2","3","2","2","3","6","3","3","3",7083
"40","0422","7","12B196","03","40129","2","1","0","01","3","4","4","5","4","4","2","3","2","2","3","6","4","3","3",17543
"40","0422","7","12B196","03","40129","4","1","0","02","3","4","4","3","3","4","2","2","2","2","2","5","4","3","3",35085
"40","0422","7","12B196","03","40129","1","1","0","02","3","3","3","3","4","2","2","2","2","2","3","6","3","3","3",17543
"40","0422","7","12B196","03","40129","3","1","1","03","3","2","3","2","3","2","2","1","1","1","2","6","2","3","1",17543
"40","0422","2","13B203","03","40180","4","1","0","03","2","3","3","3","3","3","1","1","2","2","3","6","3","3","3",35715
"40","0422","2","13B203","03","40180","3","1","0","02","3","4","3","4","4","4","1","3","2","1","2","4","3","3","3",23810
"40","0422","6","11B197","03","40241","2","1","0","02","2","3","3","2","4","3","3","3","2","2","3","6","2","3","3",16650
"40","0422","6","11B197","03","40241","1","1","0","01","3","2","3","2","3","3","2","2","2","1","2","6","2","1","2",8325
"40","0422","6","11B197","03","40241","3","1","0","01","3","2","3","2","4","5","2","2","2","2","3","6","5","3","3",24976
"40","0422","6","11B197","03","40241","4","1","0","04","3","3","3","3","3","4","2","2","2","1","3","6","4","3","3",8325
"40","0422","1","12B204","03","40264","2","1","0","02","3","3","3","4","4","4","3","3","2","2","4","6","4","3","3",35287
"40","0422","1","12B204","03","40264","1","1","0","01","3","3","4","3","4","5","1","2","2","1","3","6","3","1","2",17644
"40","0422","1","12B204","03","40264","3","1","0","01","3","3","3","3","4","2","2","2","2","1","2","6","2","3","2",17644
"40","0422","1","12B204","03","40264","4","1","0","01","2","2","3","2","2","2","1","2","1","1","3","3","2","1","1",17644
"40","0422","8","11B195","03","40293","1","1","0","01","4","3","4","3","3","3","3","3","2","2","3","6","4","2","3",8900
"40","0422","8","11B195","03","40293","3","1","0","01","3","3","3","4","4","3","2","2","2","1","3","5","3","2","1",17801
"40","0422","8","11B195","03","40293","4","1","0","02","3","2","3","2","5","2","3","3","2","2","3","5","4","3","2",17801
"40","0422","8","11B195","03","40293","2","1","0","01","2","3","2","3","4","3","1","2","2","1","3","6","3","1","1",8900
"40","0422","5","12B198","03","40298","3","1","0","01","3","3","3","3","4","3","2","2","2","2","3","4","3","3","3",7995
"40","0422","5","12B198","03","40298","4","1","0","01","3","4","3","4","2","2","1","2","1","1","2","6","1","2","3",7995
"40","0422","8","13B195","03","40347","4","1","0","02","3","2","4","3","4","2","1","2","2","2","3","6","2","3","3",16707
"40","0422","8","13B195","03","40347","3","1","0","01","2","4","3","2","4","4","1","2","2","1","3","6","3","3","1",16707
"40","0422","8","13B195","03","40347","1","1","0","02","4","4","3","3","4","4","1","2","1","1","4","6","5","3","1",16707
"40","0422","8","13B195","03","40347","2","1","0","01","3","4","4","3","4","4","2","3","2","2","3","5","5","3","2",16707
"28","0422","7","13B196","04","40048","2","1","0","01","3","3","2","2","3","3","3","3","2","1","2","3","2","3","3",8623
"28","0422","7","13B196","04","40048","4","1","2","01","3","3","3","3","3","3","2","2","2","2","3","3","3","3","3",8623
"28","0422","7","13B196","04","40048","1","1","0","02","1","1","1","1","5","4","1","1","1","1","1","6","3","1","1",17246
"28","0422","7","13B196","04","40048","3","1","0","01","3","2","3","3","2","2","1","3","1","1","2","3","1","3","1",8623
"28","0422","3","12B202","04","40123","1","1","0","01","3","3","3","3","3","3","2","2","1","1","3","4","2","3","1",5270
"28","0422","3","12B202","04","40123","4","1","0","02","3","3","3","3","4","3","3","3","1","1","3","4","3","3","2",10540
"28","0422","3","12B202","04","40123","2","1","0","04","3","3","4","4","2","2","3","3","2","2","4","4","3","3","3",21080
"28","0422","3","12B202","04","40123","3","1","0","01","3","3","3","3","1","2","2","2","1","1","3","6","2","3","3",10540
"28","0422","2","11B203","04","40150","1","1","0","01","3","3","3","3","3","3","2","3","2","2","3","3","3","3","3",17274
"28","0422","2","11B203","04","40150","2","1","0","02","2","2","2","2","5","5","1","3","1","2","2","6","4","3","2",17274
"28","0422","2","11B203","04","40150","3","1","0","02","3","4","3","2","3","4","3","3","2","2","3","6","4","3","3",25912
"28","0422","2","11B203","04","40150","4","1","0","01","4","3","3","3","3","3","3","3","2","2","3","6","3","3","3",17274
"28","0422","6","13B197","04","40188","3","1","0","01","3","4","3","2","3","2","2","2","2","1","3","6","2","3","2",24081
"28","0422","6","13B197","04","40188","1","1","0","01","4","3","4","4","1","1","3","3","2","2","1","3","2","3","3",24081
"28","0422","6","13B197","04","40188","4","1","0","01","3","3","3","3","3","4","2","2","2","1","3","6","3","3","3",16054
"28","0422","6","11B197","04","40241","2","1","0","01","3","2","3","2","3","3","1","2","1","2","3","6","3","3","3",15995
"28","0422","6","11B197","04","40241","4","1","0","01","4","2","4","2","4","2","3","3","2","2","2","6","2","3","3",15995
"28","0422","6","11B197","04","40241","3","1","0","02","3","3","3","3","2","2","2","3","2","1","1","3","2","3","3",15995
"28","0422","4","11B201","04","40256","4","1","0","04","3","3","4","4","4","4","3","3","2","2","3","4","3","3","3",27843
"28","0422","4","11B201","04","40256","2","1","0","02","3","3","3","3","4","3","3","2","2","1","2","6","4","3","3",13921
"28","0422","4","11B201","04","40256","3","1","0","02","2","2","2","3","1","2","1","3","1","2","3","4","2","3","2",13921
"28","0422","8","11B195","04","40264","3","1","1","01","3","3","4","3","3","3","3","3","2","2","3","6","2","3","3",15413
"28","0422","8","11B195","04","40264","1","1","0","02","2","2","2","1","3","3","1","3","1","1","2","4","3","2","2",30826
"28","0422","8","11B195","04","40264","4","1","0","03","2","3","2","3","3","2","2","2","1","1","2","4","2","2","3",7707
"28","0422","8","11B195","04","40264","2","1","0","01","2","2","2","2","2","1","3","3","2","2","2","6","2","3","3",7707
"28","0422","4","13B201","04","40312","4","1","0","01","2","2","2","2","4","4","2","2","1","1","3","4","2","3","3",17309
"28","0422","4","13B201","04","40312","3","1","0","01","4","4","4","4","4","4","3","3","2","2","4","5","2","3","3",17309
"28","0422","4","13B201","04","40312","2","1","0","01","3","3","3","3","4","4","3","3","2","2","4","6","4","3","3",25963
"28","0422","1","11B204","04","40346","2","1","0","02","4","4","4","3","4","5","3","3","2","2","4","6","5","3","3",17490
"28","0422","1","11B204","04","40346","1","1","0","01","3","3","3","3","3","4","2","3","2","2","3","6","3","3","3",11660
"28","0422","1","11B204","04","40346","3","1","0","02","3","2","3","2","4","2","3","3","2","2","4","6","4","3","3",17490
"28","0422","1","11B204","04","40346","4","1","0","01","2","4","2","2","4","4","3","3","2","2","4","6","4","3","3",17490
"28","0422","5","11B198","04","40353","4","1","0","01","3","3","3","2","2","2","2","2","1","1","3","4","4","3","3",14573
"28","0422","5","11B198","04","40353","3","1","0","02","3","3","3","2","2","2","2","1","1","1","3","4","3","2","2",14573
"28","0422","5","11B198","04","40353","1","1","0","02","4","2","2","2","5","2","3","3","2","2","3","6","2","3","3",36433
"28","0422","5","11B198","04","40353","2","1","0","01","4","4","4","4","3","4","3","3","2","2","4","6","5","3","3",7287
"17","0422","7","11B196","05","40086","4","1","0","02","3","2","3","2","3","3","2","2","1","1","2","4","3","1","1",16687
"17","0422","7","11B196","05","40086","2","1","0","01","3","3","2","2","2","2","3","3","2","1","2","5","2","3","2",16687
"17","0422","7","11B196","05","40086","3","1","0","02","3","4","3","4","4","4","2","2","2","1","3","5","3","3","3",16687
"17","0422","7","11B196","05","40086","1","1","1","01","3","3","3","3","3","3","2","2","2","2","3","3","2","3","3",8343
"17","0422","7","12B196","05","40090","4","1","0","01","3","3","3","3","3","3","3","2","2","1","3","5","3","3","3",16684
"17","0422","7","12B196","05","40090","1","1","0","01","1","2","2","2","1","3","1","1","1","1","2","4","3","2","2",16684
"17","0422","7","12B196","05","40090","3","1","0","03","3","3","3","3","4","4","2","3","2","2","4","6","4","3","3",41710
"17","0422","7","12B196","05","40090","2","1","0","01","3","3","3","3","3","3","2","2","2","2","3","5","3","2","2",33368
"17","0422","3","12B202","05","40145","4","1","0","02","3","3","2","2","2","3","2","2","1","1","3","5","3","3","2",33175
"17","0422","3","12B202","05","40145","1","1","0","02","2","3","2","3","2","2","2","2","2","2","4","6","1","3","3",44233
"17","0422","3","12B202","05","40145","3","1","1","03","3","3","2","2","3","3","2","2","1","1","2","3","4","3","3",33175
"17","0422","3","12B202","05","40145","2","1","0","01","4","3","4","3","4","3","3","2","1","1","3","5","2","2","2",33175
"17","0422","3","12B202","05","40149","1","1","0","04","3","3","3","3","3","3","2","3","2","2","3","5","3","2","2",34622
"17","0422","3","12B202","05","40149","4","1","0","01","3","4","3","4","4","4","1","1","2","2","4","6","1","3","3",25966
"17","0422","3","12B202","05","40149","3","1","0","02","4","5","4","5","4","4","3","3","2","2","4","5","5","3","2",25966
"17","0422","2","11B203","05","40213","4","1","0","01","2","1","2","1","3","2","1","2","1","1","2","4","2","1","3",7858
"17","0422","2","11B203","05","40213","2","1","0","02","3","2","3","2","3","3","2","2","1","2","2","6","4","3","2",7858
"17","0422","2","11B203","05","40213","3","1","0","04","2","2","3","2","3","3","1","2","1","1","3","6","1","1","2",31433
"17","0422","6","11B197","05","40220","2","1","0","01","5","4","3","3","5","4","2","3","2","2","4","6","5","3","3",15086
"17","0422","6","11B197","05","40220","4","1","0","02","3","3","3","3","4","5","3","2","2","1","3","5","3","3","2",15086
"17","0422","6","11B197","05","40220","3","1","1","01","4","3","3","2","3","3","3","2","2","1","2","3","3","2","2",15086
"17","0422","6","11B197","05","40220","1","1","0","01","3","3","3","3","2","3","3","3","2","2","4","5","1","3","3",7543
"17","0422","2","13B203","05","40247","3","1","0","03","2","2","3","4","1","2","1","1","1","1","2","3","1","2","2",33603
"17","0422","2","13B203","05","40247","2","1","0","02","3","2","3","2","3","3","2","2","1","1","3","5","2","3","2",33603
"17","0422","2","13B203","05","40247","4","1","0","03","2","2","2","3","3","3","1","2","2","1","2","3","3","2","3",33603
"17","0422","6","13B197","05","40249","4","1","0","01","2","2","2","2","3","2","1","2","1","1","2","3","2","1","3",8495
"17","0422","6","13B197","05","40249","1","1","0","02","3","2","3","2","2","2","1","1","2","2","2","5","1","1","1",16990
"17","0422","6","13B197","05","40249","2","1","0","01","1","2","2","2","1","2","1","2","2","2","1","5","2","3","2",16990
"17","0422","6","13B197","05","40249","3","1","0","01","2","2","2","2","2","2","2","2","2","2","3","4","3","3","3",33980
"17","0422","5","13B198","05","40313","2","1","0","01","5","3","4","4","5","4","3","3","2","2","4","4","3","3","3",32535
"17","0422","5","13B198","05","40313","1","1","0","01","3","3","3","3","4","4","3","3","2","2","3","4","2","3","3",10845
"17","0422","5","13B198","05","40313","3","1","0","01","3","2","3","2","4","4","2","3","1","2","5","6","5","3","3",10845
"17","0422","4","12B201","05","40331","4","1","0","04","2","1","2","2","4","4","2","2","2","2","1","6","4","2","2",21718
"17","0422","4","12B201","05","40331","1","1","0","01","4","4","4","4","4","4","3","3","2","2","4","6","5","3","3",7239
"17","0422","1","12B204","05","40342","4","1","0","03","2","3","3","2","3","2","1","1","1","1","3","6","1","1","1",25962
"17","0422","1","12B204","05","40342","2","1","0","02","1","2","2","1","3","3","3","2","1","1","2","6","3","2","2",17308
"17","0422","1","12B204","05","40342","3","1","0","03","1","2","2","2","3","3","1","2","1","1","2","6","3","2","2",34616
"17","0422","1","12B204","05","40342","1","1","0","01","2","2","2","2","4","4","3","3","2","2","4","4","4","3","3",8654
"17","0422","1","11B204","05","40343","3","1","0","01","3","4","3","4","2","4","2","2","2","1","4","6","4","3","2",22279
"17","0422","1","11B204","05","40343","4","1","0","02","1","1","1","1","2","2","1","1","1","1","2","4","3","1","1",22279
"17","0422","1","11B204","05","40343","1","1","0","02","4","3","4","3","3","3","3","3","2","2","3","6","3","2","2",22279
"17","0422","1","11B204","05","40343","2","1","0","01","3","3","3","3","2","2","1","2","1","1","3","4","3","3","3",22279
"17","0422","8","12B195","05","40374","1","1","0","01","3","3","3","3","3","4","1","2","1","2","4","4","2","3","1",19050
"17","0422","8","12B195","05","40374","4","1","0","03","2","2","2","2","1","2","1","1","1","1","2","4","2","2","2",38099
"17","0422","8","12B195","05","40374","3","1","0","01","5","4","4","4","4","5","3","3","2","2","4","6","3","3","3",19050
"17","0422","5","11B198","05","40413","2","1","0","01","2","1","1","1","2","2","1","1","1","1","2","3","2","2","2",23453
"17","0422","5","11B198","05","40413","4","1","0","02","3","2","2","2","3","2","3","2","2","2","3","6","3","3","3",23453
"17","0422","5","11B198","05","40413","3","1","0","01","4","5","3","4","4","4","3","3","2","2","4","6","4","3","3",23453
"33","0422","3","12B202","06","40014","1","1","0","01","2","2","2","2","4","2","1","1","1","1","3","6","3","3","3",14184
"33","0422","3","12B202","06","40014","4","1","0","02","4","2","4","4","4","4","3","3","2","2","4","4","2","3","3",14184
"33","0422","3","12B202","06","40014","3","1","0","01","2","3","2","3","3","2","1","2","1","2","3","4","2","3","1",7092
"33","0422","3","12B202","06","40014","2","1","0","01","3","3","3","3","4","4","3","3","2","2","3","4","3","3","3",14184
"33","0422","7","12B196","06","40121","2","1","0","01","2","3","2","3","3","3","2","2","2","2","4","6","3","2","3",8063
"33","0422","7","12B196","06","40121","3","1","0","02","4","4","4","3","5","3","3","3","2","2","5","6","4","3","3",32253
"33","0422","7","12B196","06","40121","1","1","1","01","4","5","4","5","5","4","3","3","2","2","4","6","4","3","3",8063
"33","0422","7","11B196","06","40122","1","1","0","02","2","3","2","2","3","2","1","1","2","2","2","4","2","3","2",14395
"33","0422","7","11B196","06","40122","3","1","0","01","2","3","2","3","3","2","1","2","1","1","3","5","3","3","2",21593
"33","0422","7","11B196","06","40122","2","1","0","01","3","2","3","2","4","2","1","3","2","2","4","6","3","3","3",7198
"33","0422","7","11B196","06","40122","4","1","0","02","2","3","2","2","3","3","1","1","2","1","3","4","2","2","3",14395
"33","0422","6","11B197","06","40181","1","1","0","01","4","4","4","4","4","4","3","3","2","2","5","6","4","3","3",7370
"33","0422","6","11B197","06","40181","4","1","0","01","2","2","2","2","2","2","1","2","1","1","2","5","2","3","1",7370
"33","0422","6","11B197","06","40181","2","1","1","01","2","2","2","2","2","2","1","3","2","2","2","2","2","3","3",14740
"33","0422","6","11B197","06","40181","3","1","0","02","3","3","3","3","5","3","2","3","2","2","4","6","4","3","3",14740
"33","0422","2","12B203","06","40276","2","1","0","01","2","2","2","2","4","3","1","1","1","1","2","4","2","1","1",8725
"33","0422","2","12B203","06","40276","3","1","0","01","2","3","3","2","2","3","1","1","1","1","3","4","3","3","2",8725
"33","0422","2","12B203","06","40276","4","1","0","01","4","3","4","3","5","3","3","3","2","2","3","6","3","3","3",17449
"33","0422","4","13B201","06","40302","4","1","0","01","2","2","2","2","4","2","1","1","1","1","3","4","3","2","1",13685
"33","0422","4","13B201","06","40302","3","1","0","01","2","2","2","2","4","2","1","2","1","1","3","4","2","2","2",27370
"33","0422","4","13B201","06","40302","1","1","0","02","4","2","3","2","5","4","1","2","1","2","2","6","3","3","2",54741
"33","0422","4","13B201","06","40302","2","1","0","02","2","2","2","3","4","3","2","2","1","1","3","4","3","2","3",27370
"33","0422","1","11B204","06","40338","2","1","0","01","2","3","2","2","4","2","1","2","1","2","2","4","3","3","3",13144
"33","0422","1","11B204","06","40338","3","1","0","01","4","3","4","3","5","3","3","2","2","2","4","6","4","3","3",6572
"33","0422","1","11B204","06","40338","1","1","0","04","2","3","2","2","2","3","1","1","1","2","3","5","3","2","1",26289
"33","0422","1","11B204","06","40338","4","1","0","01","3","3","3","3","4","4","2","2","2","2","4","5","3","3","3",13144
"33","0422","8","13B195","06","40341","3","1","0","03","2","2","3","2","3","2","1","2","1","1","2","4","2","2","1",36760
"33","0422","8","13B195","06","40341","1","1","0","01","2","3","2","3","4","3","1","1","1","1","2","6","3","2","2",9190
"33","0422","8","13B195","06","40341","2","1","0","01","2","2","2","2","2","3","1","1","1","1","2","4","2","3","2",9190
"33","0422","8","13B195","06","40341","4","1","0","01","2","2","2","2","2","2","1","1","1","1","2","4","2","2","3",9190
"33","0422","5","11B198","06","40347","1","1","1","01","2","2","2","2","2","2","1","1","2","1","2","4","2","3","2",7671
"33","0422","5","11B198","06","40347","3","1","0","01","4","4","4","4","5","4","3","3","2","2","5","6","3","3","3",7671
"33","0422","5","11B198","06","40347","2","1","0","02","2","3","3","2","3","3","2","3","2","2","3","4","2","2","3",15342
