cd,per,mpio,n_ent,ageb,upm,area,fol,ent,con,n_pro_viv,v_sel,n_hog,h_mud,r_pre,fch_pre,r_def,fch_def,e_obs,cta_ent,cta_sup,p1,p2,p3,p4,r_inf,r_ele,tel,r_hab,r_nue,r_aus,obs
"21","0522","004","1","436-A","0205487","21","12A215","02","40024","0013","1","1","0","00","2022-05-04","00","2022-05-06","1","-","-","03","1","","","01","01","-","03","00","00",""
"21","0522","004","5","170-2","0203787","21","12A201","02","40027","0076","2","1","0","03","2022-05-19","03","2022-05-19","1","-","-",""," ","","","","","-","","","",""
"21","0522","004","5","170-2","0203787","21","12A201","02","40027","0013","1","1","0","15","2022-05-17","15","2022-05-19","1","-","-","05","1","","","05","01","-","04","01","00",""
"21","0522","004","5","170-2","0203787","21","12A201","02","40027","0141","3","1","0","00","2022-05-03","00","2022-05-06","1","-","-","01"," ","","","01","01","-","01","00","00",""
"21","0522","004","5","170-2","0203787","21","12A201","02","40027","0212","4","1","0","00","2022-05-09","00","2022-05-16","2","-","-","02","1","","","01","01","-","02","00","00",""
"21","0522","004","8","665-2","0206495","21","11B196","02","40055","0012","1","1","0","00","2022-05-03","00","2022-05-06","1","-","-","02","1","","","01","01","-","02","00","00",""
"21","0522","004","8","665-2","0206495","21","11B196","02","40055","0043","2","1","1","00","2022-05-03","00","2022-05-06","1","-","-","07","1","","","03","03","-","07","00","00",""
"21","0522","004","8","665-2","0206495","21","11B196","02","40055","0108","4","1","0","03","2022-05-19","03","2022-05-19","1","-","-",""," ","","","","","-","","","",""
"21","0522","004","8","665-2","0206495","21","11B196","02","40055","0077","3","1","0","00","2022-05-03","00","2022-05-06","1","-","-","02","1","","","01","01","-","02","00","00",""
"21","0522","004","5","141-6","0203527","21","11A201","02","40061","0194","2","1","0","00","2022-05-04","00","2022-05-06","1","-","-","04","1","","","02","02","-","03","01","00",""
"21","0522","004","5","141-6","0203527","21","11A201","02","40061","0152","1","1","0","00","2022-05-12","00","2022-05-16","2","-","-","06","1","","","02","02","-","04","02","00",""
"21","0522","004","5","141-6","0203527","21","11A201","02","40061","0045","3","1","0","00","2022-05-04","00","2022-05-06","1","-","-","05","1","","","04","04","-","05","00","01",""
"21","0522","004","5","141-6","0203527","21","11A201","02","40061","0102","4","1","0","00","2022-05-04","00","2022-05-06","1","-","-","05","1","","","02","01","-","05","00","00",""
"21","0522","004","4","410-5","0205347","21","12B202","02","40079","0211","2","1","0","00","2022-05-17","00","2022-05-19","2","-","-","03","1","","","02","01","-","03","00","00",""
"21","0522","004","4","410-5","0205347","21","12B202","02","40079","0216","4","1","0","00","2022-05-12","00","2022-05-19","2","-","-","01"," ","","","01","01","-","01","00","00",""
"21","0522","004","4","410-5","0205347","21","12B202","02","40079","0045","3","1","0","00","2022-05-12","00","2022-05-19","2","-","-","02","1","","","03","01","-","02","00","00",""
"21","0522","004","4","410-5","0205347","21","12B202","02","40079","0141","1","1","0","00","2022-05-11","00","2022-05-16","2","-","-","03","1","","","01","01","-","03","00","01",""
"21","0522","004","8","230-6","0204055","21","12B196","02","40086","0077","3","1","0","03","2022-05-19","03","2022-05-19","1","-","-",""," ","","","","","-","","","",""
"21","0522","004","8","230-6","0204055","21","12B196","02","40086","0027","1","1","0","00","2022-05-10","00","2022-05-19","1","-","-","02","1","","","01","01","-","02","00","00",""
"21","0522","004","8","230-6","0204055","21","12B196","02","40086","0016","4","1","1","00","2022-05-04","00","2022-05-16","2","-","-","03","1","","","01","01","-","03","00","00",""
"21","0522","004","8","230-6","0204055","21","12B196","02","40086","0054","2","1","0","00","2022-05-16","00","2022-05-19","2","-","-","01"," ","","","01","01","-","01","00","00",""
"21","0522","004","1","012-1","0203185","21","11A215","02","40087","0056","4","1","0","00","2022-05-11","00","2022-05-16","1","-","-","02","1","","","02","02","-","02","00","00",""
"21","0522","004","1","012-1","0203185","21","11A215","02","40087","0024","2","1","0","00","2022-05-12","00","2022-05-19","2","-","-","05","1","","","01","05","-","05","00","00",""
"21","0522","004","1","012-1","0203185","21","11A215","02","40087","0004","1","1","0","00","2022-05-04","00","2022-05-16","2","-","-","06","1","","","01","03","-","06","00","00",""
"21","0522","004","1","012-1","0203185","21","11A215","02","40087","0029","3","1","0","00","2022-05-09","00","2022-05-16","1","-","-","01"," ","","","01","01","-","01","00","00",""
"21","0522","004","3","650-6","0206417","21","11B203","02","40177","0024","3","1","0","13","2022-05-19","13","2022-05-19","1","-","-",""," ","","","","","-","","","",""
"21","0522","004","3","650-6","0206417","21","11B203","02","40177","0165","4","1","0","00","2022-05-02","00","2022-05-06","1","-","-","04","1","","","01","01","-","04","00","00",""
"21","0522","004","3","650-6","0206417","21","11B203","02","40177","0073","2","1","0","00","2022-05-09","00","2022-05-19","2","-","-","02","1","","","01","02","-","02","00","00",""
"21","0522","004","3","650-6","0206417","21","11B203","02","40177","0149","1","1","0","00","2022-05-04","00","2022-05-17","1","-","-","04","1","","","01","03","-","04","00","00",""
"21","0522","004","3","719-0","0206734","21","13B203","02","40243","0063","3","1","0","05","2022-05-19","05","2022-05-19","1","-","-",""," ","","","","","-","","","",""
"21","0522","004","3","719-0","0206734","21","13B203","02","40243","0006","1","1","0","03","2022-05-09","03","2022-05-12","1","-","-",""," ","","","","","-","","","",""
"21","0522","004","3","719-0","0206734","21","13B203","02","40243","0097","4","1","0","00","2022-05-04","00","2022-05-16","2","-","-","02","1","","","01","02","-","02","00","00",""
"21","0522","004","3","719-0","0206734","21","13B203","02","40243","0037","2","1","0","00","2022-05-04","00","2022-05-06","1","-","-","04","1","","","02","02","-","04","00","00",""
"21","0522","004","7","307-5","0204412","21","12B197","02","40249","0082","3","1","1","00","2022-05-06","00","2022-05-09","2","-","-","02","1","","","01","01","-","02","00","00",""
"21","0522","004","7","307-5","0204412","21","12B197","02","40249","0033","2","1","0","00","2022-05-14","00","2022-05-19","2","-","-","01"," ","","","01","01","-","01","00","00",""
"21","0522","004","7","307-5","0204412","21","12B197","02","40249","0120","4","1","0","06","2022-05-19","06","2022-05-19","1","-","-",""," ","","","","","-","","","",""
"21","0522","004","7","307-5","0204412","21","12B197","02","40249","0004","1","1","0","00","2022-05-14","00","2022-05-19","2","-","-","05","1","","","02","02","-","05","00","00",""
"21","0522","004","2","350-1","0204788","21","11B204","02","40303","0014","1","1","0","00","2022-05-05","00","2022-05-06","2","-","-","03","1","","","01","01","-","03","00","00",""
"21","0522","004","2","350-1","0204788","21","11B204","02","40303","0109","3","1","0","00","2022-05-05","00","2022-05-06","2","-","-","03","1","","","02","02","-","03","00","00",""
"21","0522","004","2","350-1","0204788","21","11B204","02","40303","0154","4","1","0","03","2022-05-19","03","2022-05-19","2","-","-",""," ","","","","","-","","","",""
"21","0522","004","2","350-1","0204788","21","11B204","02","40303","0058","2","1","0","00","2022-05-05","00","2022-05-06","2","-","-","02","1","","","01","01","-","02","00","00",""
"21","0522","004","2","740-0","0206825","21","13B204","02","40305","0008","1","1","0","07","2022-05-09","07","2022-05-12","1","-","-",""," ","","","","","-","","","",""
"21","0522","004","2","740-0","0206825","21","13B204","02","40305","0057","3","1","0","00","2022-05-02","00","2022-05-19","1","-","-","04","1","","","02","01","-","04","00","00",""
"21","0522","004","2","740-0","0206825","21","13B204","02","40305","0082","4","1","0","00","2022-05-02","00","2022-05-06","2","-","-","03","1","","","03","03","-","03","00","00",""
"21","0522","004","2","740-0","0206825","21","13B204","02","40305","0034","2","1","0","00","2022-05-02","00","2022-05-06","2","-","-","06","1","","","01","01","-","06","00","00",""
"21","0522","004","6","672-2","0206542","21","13B198","02","40347","0094","2","1","1","00","2022-05-02","00","2022-05-06","2","-","-","04","1","","","02","02","-","04","00","00",""
"21","0522","004","6","672-2","0206542","21","13B198","02","40347","0068","1","1","0","00","2022-05-02","00","2022-05-16","2","-","-","05","1","","","02","03","-","05","00","00",""
"21","0522","004","6","672-2","0206542","21","13B198","02","40347","0025","3","1","0","00","2022-05-02","00","2022-05-06","2","-","-","05","1","","","02","02","-","05","00","00",""
"21","0522","004","6","672-2","0206542","21","13B198","02","40347","0042","4","1","1","00","2022-05-02","00","2022-05-06","2","-","-","03","1","","","02","02","-","03","00","00",""
"21","0522","004","6","166-6","0203748","21","11B198","02","40408","0069","4","1","0","07","2022-05-19","07","2022-05-19","1","-","-",""," ","","","","","-","","","",""
"21","0522","004","6","166-6","0203748","21","11B198","02","40408","0051","3","1","0","00","2022-05-07","00","2022-05-16","2","-","-","03","1","","","02","02","-","03","00","00",""
"21","0522","004","6","166-6","0203748","21","11B198","02","40408","0024","2","1","0","00","2022-05-07","00","2022-05-16","2","-","-","04","1","","","01","01","-","04","00","00",""
"21","0522","004","6","166-6","0203748","21","11B198","02","40408","0002","1","1","0","00","2022-05-07","00","2022-05-16","1","-","-","01"," ","","","01","01","-","01","00","00",""
"40","0522","003","1","203-6","0300069","40","12A215","03","40046","0061","1","1","0","00","2022-05-04","00","2022-05-04","1","-","-","01"," ","","","01","01","-","01","00","00",""
"40","0522","003","1","203-6","0300069","40","12A215","03","40046","0048","2","1","0","00","2022-05-04","00","2022-05-04","1","-","-","04","1","","","02","01","-","04","00","00",""
"40","0522","003","1","203-6","0300069","40","12A215","03","40046","0082","4","1","0","00","2022-05-04","00","2022-05-04","1","-","-","02","1","","","01","01","-","02","00","00",""
"40","0522","003","1","203-6","0300069","40","12A215","03","40046","0096","3","1","0","07","2022-05-19","07","2022-05-19","1","-","-",""," ","","","","","-","","","",""
"40","0522","003","4","380-A","0300446","40","13B202","03","40072","0139","4","1","0","03","2022-05-19","03","2022-05-19","1","-","-",""," ","","","","","-","","","",""
"40","0522","003","4","380-A","0300446","40","13B202","03","40072","0061","3","1","0","03","2022-05-19","03","2022-05-19","1","-","-",""," ","","","","","-","","","",""
"40","0522","003","4","380-A","0300446","40","13B202","03","40072","0134","1","1","0","00","2022-05-11","00","2022-05-11","1","-","-","03","1","","","02","02","-","03","00","00",""
"40","0522","003","4","380-A","0300446","40","13B202","03","40072","0129","2","1","0","00","2022-05-12","00","2022-05-12","1","-","-","04","1","","","01","01","-","04","00","00",""
"40","0522","003","4","319-5","0300294","40","11B202","03","40126","0117","4","1","0","00","2022-05-17","00","2022-05-17","1","-","-","01"," ","","","01","01","-","01","00","00",""
"40","0522","003","4","319-5","0300294","40","11B202","03","40126","0055","1","1","0","00","2022-05-13","00","2022-05-13","1","-","-","01"," ","","","01","01","-","01","00","00",""
"40","0522","003","4","319-5","0300294","40","11B202","03","40126","0122","2","1","0","00","2022-05-03","00","2022-05-03","2","-","-","01"," ","","","01","01","-","01","00","00",""
"40","0522","003","4","319-5","0300294","40","11B202","03","40126","0033","3","1","0","00","2022-05-09","00","2022-05-09","1","-","-","02","1","","","02","02","-","02","00","00",""
"40","0522","003","8","330-1","0300320","40","12B196","03","40129","0062","2","1","0","00","2022-05-06","00","2022-05-06","1","-","-","04","1","","","01","01","-","04","00","00",""
"40","0522","003","8","330-1","0300320","40","12B196","03","40129","0006","1","1","0","00","2022-05-02","00","2022-05-02","2","-","-","04","1","","","02","02","-","04","00","00",""
"40","0522","003","8","330-1","0300320","40","12B196","03","40129","0087","4","1","0","00","2022-05-02","00","2022-05-02","1","-","-","04","1","","","02","02","-","04","00","00",""
"40","0522","003","8","330-1","0300320","40","12B196","03","40129","0024","3","1","1","00","2022-05-06","00","2022-05-06","1","-","-","03","1","","","03","03","-","03","00","00",""
"40","0522","003","5","199-8","0300043","40","12A201","03","40134","0242","3","1","0","00","2022-05-11","00","2022-05-11","1","-","-","04","1","","","02","02","-","04","00","00",""
"40","0522","003","5","199-8","0300043","40","12A201","03","40134","0177","2","1","0","03","2022-05-19","03","2022-05-19","1","-","-",""," ","","","","","-","","","",""
"40","0522","003","5","199-8","0300043","40","12A201","03","40134","0067","1","1","0","00","2022-05-06","00","2022-05-06","1","-","-","04","1","","","01","01","-","04","00","00",""
"40","0522","003","5","199-8","0300043","40","12A201","03","40134","0238","4","1","0","00","2022-05-11","00","2022-05-11","1","-","-","03","1","","","02","02","-","03","00","00",""
"40","0522","003","3","335-4","0300343","40","13B203","03","40180","0120","2","1","0","00","2022-05-10","00","2022-05-10","1","-","-","03","1","","","01","01","-","03","00","00",""
"40","0522","003","3","335-4","0300343","40","13B203","03","40180","0107","1","1","0","09","2022-05-19","09","2022-05-19","1","-","-",""," ","","","","","-","","","",""
"40","0522","003","3","335-4","0300343","40","13B203","03","40180","0005","4","1","0","00","2022-05-12","00","2022-05-12","1","-","-","06","1","","","03","03","-","06","00","00",""
"40","0522","003","3","335-4","0300343","40","13B203","03","40180","0124","3","1","0","02","2022-05-20","02","2022-05-20","1","-","-",""," ","","","","","-","","","",""
"40","0522","003","7","304-9","0300209","40","11B197","03","40241","0094","1","1","0","00","2022-05-04","00","2022-05-04","1","-","-","01"," ","","","01","01","-","01","00","00",""
"40","0522","003","7","304-9","0300209","40","11B197","03","40241","0137","2","1","0","00","2022-05-04","00","2022-05-04","1","-","-","04","1","","","02","02","-","04","00","00",""
"40","0522","003","7","304-9","0300209","40","11B197","03","40241","0032","3","1","0","00","2022-05-11","00","2022-05-11","1","-","-","06","1","","","01","01","-","05","01","00",""
"40","0522","003","7","304-9","0300209","40","11B197","03","40241","0134","4","1","0","00","2022-05-13","00","2022-05-13","1","-","-","01"," ","","","04","04","-","01","00","00",""
"40","0522","003","2","193-0","0300016","40","12B204","03","40264","0032","1","1","0","00","2022-05-06","00","2022-05-06","1","-","-","06","1","","","01","01","-","06","00","00",""
"40","0522","003","2","193-0","0300016","40","12B204","03","40264","0053","3","1","0","00","2022-05-03","00","2022-05-03","1","-","-","02","1","","","01","01","-","02","00","00",""
"40","0522","003","2","193-0","0300016","40","12B204","03","40264","0002","2","1","0","00","2022-05-04","00","2022-05-04","1","-","-","06","1","","","02","02","-","06","00","00",""
"40","0522","003","2","193-0","0300016","40","12B204","03","40264","0081","4","1","0","00","2022-05-09","00","2022-05-09","1","-","-","04","1","","","01","01","-","04","00","00",""
"40","0522","003","6","196-4","0300023","40","12B198","03","40298","0040","3","1","0","00","2022-05-03","00","2022-05-03","1","-","-","01"," ","","","01","01","-","01","00","00",""
"40","0522","003","6","196-4","0300023","40","12B198","03","40298","0126","2","1","0","06","2022-05-19","06","2022-05-19","1","-","-",""," ","","","","","-","","","",""
"40","0522","003","6","196-4","0300023","40","12B198","03","40298","0067","1","1","0","12","2022-05-19","12","2022-05-19","1","-","-",""," ","","","","","-","","","",""
"40","0522","003","6","196-4","0300023","40","12B198","03","40298","0019","4","1","1","00","2022-05-03","00","2022-05-03","2","-","-","02","1","","","01","01","-","02","00","00",""
"28","0522","002","1","200-A","0400543","28","11A215","04","40021","0150","4","1","0","01","2022-05-19","01","2022-05-20","2","-","-",""," ","","","","","-","","","",""
"28","0522","002","1","200-A","0400543","28","11A215","04","40021","0099","3","1","0","00","2022-05-04","00","2022-05-16","2","-","-","04","1","","","03","02","-","04","00","00",""
"28","0522","002","1","200-A","0400543","28","11A215","04","40021","0110","2","1","0","00","2022-05-11","00","2022-05-16","2","-","-","01"," ","","","01","01","-","01","00","00",""
"28","0522","002","1","200-A","0400543","28","11A215","04","40021","0027","1","1","0","00","2022-05-04","00","2022-05-06","1","-","-","04","1","","","02","02","-","04","00","00",""
"28","0522","002","5","223-0","0400627","28","11A201","04","40028","0068","1","1","0","03","2022-05-19","03","2022-05-20","2","-","-",""," ","","","","","-","","","",""
"28","0522","002","5","223-0","0400627","28","11A201","04","40028","0634","2","1","0","07","2022-05-19","07","2022-05-20","2","-","-",""," ","","","","","-","","","",""
"28","0522","002","5","223-0","0400627","28","11A201","04","40028","0526","4","1","0","00","2022-05-12","00","2022-05-17","2","-","-","06","1","","","01","03","-","06","00","00",""
"28","0522","002","5","223-0","0400627","28","11A201","04","40028","0694","3","1","0","00","2022-05-03","00","2022-05-06","1","-","-","03","1","","","02","01","-","03","00","00",""
"28","0522","002","8","182-A","0400449","28","13B196","04","40048","0090","1","1","0","00","2022-05-02","00","2022-05-04","2","-","-","02","1","","","02","02","-","02","00","00",""
"28","0522","002","8","182-A","0400449","28","13B196","04","40048","0035","3","1","0","00","2022-05-02","00","2022-05-04","2","-","-","02","1","","","01","01","-","02","00","00",""
"28","0522","002","8","182-A","0400449","28","13B196","04","40048","0058","4","1","2","00","2022-05-02","00","2022-05-04","2","-","-","01"," ","","","01","01","-","01","00","00",""
"28","0522","002","8","182-A","0400449","28","13B196","04","40048","0009","2","1","0","00","2022-05-09","00","2022-05-12","2","-","-","02","1","","","01","01","-","02","00","00",""
"28","0522","002","5","197-6","0400526","28","13A201","04","40110","0063","3","1","0","00","2022-05-09","00","2022-05-12","1","-","-","02","1","","","01","01","-","02","00","05",""
"28","0522","002","5","197-6","0400526","28","13A201","04","40110","0106","1","1","0","00","2022-05-09","00","2022-05-12","1","-","-","04","1","","","02","02","-","04","00","00",""
"28","0522","002","5","197-6","0400526","28","13A201","04","40110","0003","4","1","0","00","2022-05-10","00","2022-05-12","2","-","-","05","1","","","01","01","-","05","00","00",""
"28","0522","002","5","197-6","0400526","28","13A201","04","40110","0074","2","1","0","00","2022-05-13","00","2022-05-17","2","-","-","03","1","","","01","02","-","03","00","00",""
"28","0522","002","4","004-1","0400010","28","12B202","04","40123","0069","3","1","0","00","2022-05-02","00","2022-05-04","2","-","-","02","1","","","01","01","-","02","00","00",""
"28","0522","002","4","004-1","0400010","28","12B202","04","40123","0106","1","1","0","00","2022-05-12","00","2022-05-17","2","-","-","01"," ","","","01","01","-","01","00","00",""
"28","0522","002","4","004-1","0400010","28","12B202","04","40123","0044","2","1","0","00","2022-05-16","00","2022-05-19","2","-","-","03","1","","","02","02","-","03","00","01",""
"28","0522","002","4","004-1","0400010","28","12B202","04","40123","0026","4","1","0","00","2022-05-12","00","2022-05-17","2","-","-","03","1","","","02","02","-","03","00","00",""
"28","0522","002","1","122-8","0400250","28","12A215","04","40132","0115","4","1","0","00","2022-05-17","00","2022-05-19","1","-","-","03","1","","","01","01","-","03","00","00",""
"28","0522","002","1","122-8","0400250","28","12A215","04","40132","0003","1","1","0","00","2022-05-09","00","2022-05-19","2","-","-","04","1","","","02","01","-","04","00","00",""
"28","0522","002","1","122-8","0400250","28","12A215","04","40132","0091","2","1","0","00","2022-05-15","00","2022-05-17","2","-","-","03","1","","","02","02","-","03","00","00",""
"28","0522","002","1","122-8","0400250","28","12A215","04","40132","0019","3","1","0","00","2022-05-12","00","2022-05-17","2","-","-","06","1","","","02","01","-","06","00","00",""
"28","0522","002","3","189-1","0400466","28","11B203","04","40150","0073","1","1","0","00","2022-05-08","00","2022-05-12","2","-","-","03","1","","","02","01","-","03","00","00",""
"28","0522","002","3","189-1","0400466","28","11B203","04","40150","0029","2","1","0","08","2022-05-19","08","2022-05-20","2","-","-",""," ","","","","","-","","","",""
"28","0522","002","3","189-1","0400466","28","11B203","04","40150","0040","4","1","0","00","2022-05-08","00","2022-05-17","2","-","-","04","1","","","02","01","-","04","00","00",""
"28","0522","002","3","189-1","0400466","28","11B203","04","40150","0110","3","1","0","00","2022-05-03","00","2022-05-04","2","-","-","03","1","","","02","02","-","03","00","00",""
