cd,per,n_ent,fol,ent,con,v_sel,n_hog,h_mud,n_ren,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,factor
"14","0122","2","11A208","01","40265","3","1","0","01","3","3","3","4","4","4","2","3","2","2","3","6","4","3","2",14244
"14","0122","2","11A208","01","40265","2","1","0","02","3","3","3","4","4","4","3","3","2","2","4","6","5","3","3",14244
"14","0122","2","11A208","01","40265","1","1","0","01","4","3","4","4","4","4","3","3","2","2","3","6","4","3","3",7122
"14","0122","6","11B194","01","40272","1","1","0","01","4","2","3","2","4","4","3","3","2","2","4","6","4","3","3",14606
"14","0122","6","11B194","01","40272","3","1","0","01","2","2","3","3","4","4","2","3","2","1","3","6","3","3","1",14606
"14","0122","6","11B194","01","40272","4","1","0","02","3","2","3","4","4","5","3","3","2","2","4","6","3","3","3",29213
"14","0122","6","11B194","01","40272","2","1","0","01","3","2","3","2","4","4","3","3","2","2","4","6","4","3","3",14606
"14","0122","4","13A206","01","40294","4","1","0","01","3","3","3","2","4","5","2","3","2","1","3","6","2","3","3",27149
"14","0122","4","13A206","01","40294","3","1","0","01","3","3","3","2","4","3","3","3","2","2","2","6","3","3","3",40723
"14","0122","1","12B201","01","40297","4","1","0","01","3","2","2","2","3","3","2","3","2","1","2","4","3","3","3",17509
"14","0122","1","12B201","01","40297","1","1","0","02","3","4","4","4","4","4","3","3","2","2","4","4","5","3","3",17509
"14","0122","1","12B201","01","40297","2","1","0","02","4","2","4","4","4","5","3","3","2","4","4","6","2","3","3",17509
"14","0122","1","12B201","01","40297","3","1","0","02","4","4","4","3","4","4","3","3","2","2","4","6","5","3","3",17509
"14","0122","8","12B192","01","40302","4","1","0","02","4","4","3","4","4","3","3","3","2","2","3","6","2","3","3",20189
"14","0122","8","12B192","01","40302","3","1","0","01","4","4","4","3","4","4","3","3","2","2","4","6","3","3","2",13459
"14","0122","8","12B192","01","40302","2","1","0","01","3","2","3","3","4","4","3","3","2","2","3","6","4","3","3",13459
"14","0122","8","12B192","01","40302","1","1","0","01","4","4","4","5","4","3","3","3","2","2","4","4","2","3","3",6730
"14","0122","4","11A206","01","40324","2","1","0","02","4","3","3","3","2","2","2","2","1","2","2","4","2","3","2",14326
"14","0122","4","11A206","01","40324","3","1","0","01","3","3","3","3","5","5","2","3","2","2","3","6","5","3","3",14326
"14","0122","4","11A206","01","40324","4","1","0","01","3","2","3","3","4","3","2","2","2","1","2","4","2","3","3",14326
"14","0122","4","11A206","01","40324","1","1","0","01","4","3","4","4","4","4","3","3","2","2","4","6","4","3","3",14326
"14","0122","5","11B195","01","40341","3","1","0","03","3","2","3","2","4","5","2","3","2","4","4","6","4","3","3",22849
"14","0122","5","11B195","01","40341","4","1","0","01","4","4","3","4","4","4","3","3","2","2","4","6","3","3","3",22849
"14","0122","5","11B195","01","40341","2","1","0","01","3","3","3","4","4","4","2","3","2","2","3","6","4","3","3",38082
"14","0122","5","11B195","01","40341","1","1","0","02","3","2","3","2","4","5","2","2","2","2","4","6","5","3","3",15233
"21","0122","3","11A207","02","40007","1","1","1","01","2","3","2","2","3","2","3","3","2","2","3","5","3","3","3",22228
"21","0122","3","11A207","02","40007","2","1","0","01","3","4","3","4","4","4","3","3","2","2","3","6","3","3","3",7409
"21","0122","3","11A207","02","40007","3","1","0","01","4","4","4","4","4","4","3","3","2","1","3","6","4","3","3",14819
"21","0122","3","12A207","02","40043","1","1","0","02","3","3","3","3","3","3","1","2","2","2","3","6","3","3","3",14186
"21","0122","3","12A207","02","40043","2","1","0","03","3","2","3","2","4","4","2","2","1","2","3","6","2","3","3",21279
"21","0122","3","12A207","02","40043","3","1","0","02","2","2","2","3","3","2","1","1","1","1","2","4","3","1","1",28372
"21","0122","7","12B193","02","40047","1","1","1","01","3","2","3","2","4","4","3","3","2","2","3","6","4","3","3",21290
"21","0122","7","12B193","02","40047","2","1","2","01","3","3","3","3","4","3","2","3","2","1","3","4","2","3","3",7097
"21","0122","2","11A208","02","40171","1","1","0","02","3","2","3","2","3","2","2","3","2","1","3","4","2","3","1",19867
"21","0122","2","11A208","02","40171","2","1","0","01","3","2","3","2","2","2","2","2","1","1","2","4","2","3","2",9934
"21","0122","2","13A208","02","40173","2","1","0","02","2","2","2","2","4","4","1","2","1","1","3","4","3","1","1",23621
"21","0122","6","12B194","02","40271","1","1","0","02","2","2","2","2","4","2","3","3","1","1","3","4","2","2","1",29994
"21","0122","6","12B194","02","40271","2","1","1","01","2","1","2","2","4","4","1","1","1","1","3","4","2","3","3",22495
"21","0122","6","12B194","02","40271","3","1","1","03","3","2","2","2","2","2","3","3","2","2","3","3","2","3","3",22495
"21","0122","6","12B194","02","40271","4","1","0","01","2","2","2","2","2","2","1","2","1","1","2","6","2","3","3",14997
"21","0122","6","11B194","02","40272","1","1","0","01","2","2","2","2","2","1","1","2","2","2","2","4","2","3","3",9659
"21","0122","6","11B194","02","40272","2","1","0","01","4","4","4","4","2","2","3","3","2","2","2","4","4","3","1",4829
"21","0122","1","11B201","02","40298","1","1","0","02","2","6","2","2","2","2","2","2","2","1","3","4","3","3","2",16095
"21","0122","1","11B201","02","40298","2","1","0","02","4","3","2","3","2","3","1","2","2","2","3","3","2","3","1",16095
"21","0122","1","11B201","02","40298","4","1","0","04","3","3","2","3","4","4","2","2","1","2","3","4","3","2","3",32190
"21","0122","1","11B201","02","40298","3","1","0","01","3","2","3","2","4","2","1","2","1","1","3","6","3","1","2",16095
"21","0122","1","12B201","02","40302","2","1","0","01","2","3","3","3","4","3","3","3","2","2","3","4","3","3","2",23486
"21","0122","1","12B201","02","40302","1","1","0","03","3","4","4","4","5","5","3","3","2","1","5","6","2","3","3",23486
"21","0122","8","11B192","02","40329","1","1","0","01","3","4","3","3","4","4","3","2","1","1","3","6","2","3","3",14947
"21","0122","8","11B192","02","40329","2","1","2","01","3","2","3","2","3","2","1","3","2","2","2","4","3","3","3",7473
"21","0122","8","11B192","02","40329","4","1","0","01","4","3","4","3","3","2","1","3","1","1","3","6","2","1","1",7473
"21","0122","8","12B192","02","40366","2","1","0","02","4","3","4","3","4","2","3","3","2","2","2","4","2","3","3",15513
"21","0122","8","12B192","02","40366","1","1","0","02","2","2","2","2","3","3","2","2","1","1","2","4","2","3","1",15513
"21","0122","8","12B192","02","40366","3","1","0","01","3","2","3","2","4","3","2","3","2","2","3","6","6","3","1",23269
"21","0122","8","12B192","02","40366","4","1","0","03","2","3","3","3","3","2","2","2","2","1","2","4","1","3","1",23269
"21","0122","5","11B195","02","40371","1","1","0","01","4","3","2","2","2","2","2","1","1","2","2","4","1","3","1",12724
"21","0122","5","11B195","02","40371","2","1","0","05","2","3","2","2","3","4","3","1","2","2","2","6","3","1","1",8483
"21","0122","5","13B195","02","40374","1","1","0","03","3","3","3","3","3","3","3","2","2","2","3","3","2","3","3",41504
"21","0122","5","13B195","02","40374","3","1","0","02","3","4","3","3","3","3","2","2","3","2","3","6","2","3","3",20752
"21","0122","5","13B195","02","40374","4","1","0","02","4","2","2","2","2","2","3","2","2","1","2","6","3","3","3",31128
"21","0122","4","12A206","02","40391","1","1","0","02","3","4","3","3","4","4","2","3","2","1","3","4","2","3","3",33215
"21","0122","4","12A206","02","40391","2","1","0","01","4","2","4","2","3","3","3","3","2","2","2","4","3","3","3",33215
"40","0122","1","12B201","03","40029","4","1","0","01","4","3","3","4","4","5","2","3","2","2","3","6","3","3","2",15440
"40","0122","1","12B201","03","40029","1","1","0","01","5","3","5","4","5","5","3","3","2","2","3","6","3","3","3",30879
"40","0122","1","12B201","03","40029","2","1","0","01","3","3","4","3","3","3","2","2","2","1","3","6","4","3","3",15440
"40","0122","1","12B201","03","40029","3","1","0","02","3","4","4","4","4","4","2","3","2","2","3","6","2","3","3",30879
"40","0122","7","13B193","03","40070","1","1","0","02","3","2","3","4","3","3","2","2","2","2","3","6","3","3","3",13009
"40","0122","7","13B193","03","40070","4","1","0","02","3","4","4","3","4","4","3","3","2","2","3","6","3","3","2",19514
"40","0122","7","13B193","03","40070","2","1","0","01","4","3","4","4","4","5","3","3","2","2","3","6","3","3","3",6505
"40","0122","3","12A207","03","40106","3","1","0","01","3","3","3","3","3","2","3","3","2","2","3","6","3","3","3",16283
"40","0122","3","12A207","03","40106","2","1","0","01","3","3","3","3","4","3","2","2","2","2","3","6","3","3","3",8141
"40","0122","8","13B192","03","40206","4","1","0","01","2","2","3","2","4","4","2","2","2","1","3","6","2","3","2",23230
"40","0122","8","13B192","03","40206","1","1","0","01","2","1","3","2","3","2","2","2","2","1","2","6","4","2","1",34845
"40","0122","8","13B192","03","40206","2","1","0","02","3","2","3","3","4","4","2","3","2","2","3","6","5","3","3",23230
"40","0122","8","13B192","03","40206","3","1","0","04","3","4","4","3","4","4","3","3","2","2","3","6","3","3","3",34845
"40","0122","6","12B194","03","40208","2","1","0","01","3","3","3","3","4","3","2","3","1","1","3","5","4","3","3",13360
"40","0122","6","12B194","03","40208","3","1","0","02","2","2","3","2","4","2","1","2","2","1","2","4","2","3","3",26721
"40","0122","6","12B194","03","40208","1","1","0","02","3","2","3","2","4","4","2","2","2","2","3","6","3","3","3",26721
"40","0122","6","12B194","03","40208","4","1","1","01","3","2","3","2","4","5","2","3","2","2","2","3","3","3","2",13360
"40","0122","2","12A208","03","40274","1","1","0","01","2","2","3","3","2","2","2","1","2","1","3","4","2","3","1",17314
"40","0122","2","12A208","03","40274","4","1","0","02","3","2","3","3","2","2","2","2","1","1","3","4","2","3","3",34628
"40","0122","2","12A208","03","40274","2","1","0","02","4","2","4","4","4","2","3","3","2","2","3","4","2","1","3",17314
"40","0122","2","12A208","03","40274","3","1","0","02","3","3","3","3","2","2","1","2","1","1","2","4","2","3","2",17314
"40","0122","4","13A206","03","40283","3","1","0","01","4","4","4","4","4","4","2","2","2","1","3","6","2","2","3",13199
"40","0122","4","13A206","03","40283","2","1","0","01","4","2","3","2","3","2","2","2","2","1","2","4","2","3","3",26398
"40","0122","4","13A206","03","40283","4","1","0","01","3","4","4","4","5","5","2","3","2","2","4","6","2","3","3",26398
"40","0122","5","11B195","03","40293","3","1","0","01","3","3","3","3","3","4","1","2","1","1","2","6","3","2","1",17733
"40","0122","5","11B195","03","40293","4","1","0","02","4","2","3","4","4","4","3","3","2","2","2","6","4","3","3",17733
"40","0122","5","11B195","03","40293","2","1","0","01","2","3","2","3","3","2","3","3","2","1","3","6","2","1","2",8867
"40","0122","5","11B195","03","40293","1","1","0","01","3","4","3","4","4","3","2","2","2","2","3","4","4","3","3",8867
"40","0122","4","11A206","03","40307","3","1","0","01","3","2","3","3","4","3","2","2","1","1","3","4","3","1","1",16136
"40","0122","4","11A206","03","40307","2","1","0","01","3","4","3","3","3","4","2","3","2","2","3","6","4","3","3",16136
"40","0122","4","11A206","03","40307","4","1","0","01","3","3","3","4","4","3","2","2","1","1","2","6","3","3","2",32272
"40","0122","5","13B195","03","40347","2","1","0","01","3","3","3","2","5","5","2","2","2","1","2","6","3","3","1",16869
"40","0122","5","13B195","03","40347","4","1","0","02","3","4","3","4","3","4","2","2","2","2","2","6","2","3","2",16869
"40","0122","5","13B195","03","40347","1","1","0","02","3","3","3","4","3","4","1","1","1","1","2","6","3","1","3",16869
"28","0122","3","11A207","04","40011","2","1","0","03","2","2","2","2","2","2","2","2","2","2","2","4","2","3","3",56416
"28","0122","3","11A207","04","40011","3","1","0","02","2","1","2","2","3","2","1","2","2","1","2","6","5","3","3",9403
"28","0122","3","11A207","04","40011","4","1","0","02","4","4","3","3","4","5","3","3","2","2","5","6","2","3","3",18805
"28","0122","3","11A207","04","40011","1","1","0","01","5","2","2","2","2","2","3","3","2","2","2","6","2","3","3",18805
"28","0122","4","12A206","04","40087","3","1","0","01","3","3","3","3","3","3","3","3","2","2","3","4","3","3","3",6316
"28","0122","7","13B193","04","40095","1","1","0","01","4","4","4","4","4","4","3","3","2","2","4","6","2","3","3",17774
"28","0122","7","13B193","04","40095","4","1","0","01","3","2","3","2","3","2","3","3","2","2","2","3","2","3","3",5925
"28","0122","7","12B193","04","40127","1","1","0","01","4","4","4","4","1","4","3","3","2","2","2","6","5","3","3",22159
"28","0122","7","12B193","04","40127","4","1","0","02","3","2","2","2","3","3","3","3","2","2","2","2","4","3","3",14772
"28","0122","7","12B193","04","40127","2","1","0","01","3","3","3","3","3","3","2","3","2","1","2","6","2","3","3",7386
"28","0122","7","12B193","04","40127","3","1","0","02","4","4","4","4","3","2","3","3","2","2","4","4","2","3","3",22159
"28","0122","2","11A208","04","40148","2","1","0","01","2","2","2","2","2","2","1","1","1","1","2","3","2","2","1",6298
"28","0122","2","11A208","04","40148","1","1","0","02","3","2","2","3","3","2","2","2","1","1","2","3","3","3","1",12596
"28","0122","2","11A208","04","40148","3","1","0","04","2","2","2","2","2","2","1","1","2","2","2","4","2","3","1",31489
"28","0122","6","11B194","04","40234","4","1","0","02","2","2","2","2","2","2","1","3","2","1","3","4","2","3","3",13848
"28","0122","6","11B194","04","40234","1","1","0","01","3","2","3","2","4","3","2","2","1","1","2","4","4","3","3",13848
"28","0122","6","11B194","04","40234","2","1","0","03","3","3","3","3","4","3","3","3","2","2","3","4","3","3","3",6924
"28","0122","6","11B194","04","40234","3","1","0","01","3","3","3","2","3","3","1","1","1","1","3","4","3","2","1",13848
"28","0122","1","11B201","04","40256","4","1","0","04","4","3","3","3","4","4","3","2","2","2","3","6","1","3","3",27737
"28","0122","1","11B201","04","40256","3","1","0","02","3","3","3","2","2","2","1","2","2","1","3","4","2","3","3",13869
"28","0122","1","11B201","04","40256","1","1","0","01","3","3","3","3","3","4","2","2","1","1","2","4","3","3","3",13869
"28","0122","5","11B195","04","40264","1","1","0","02","2","1","2","2","2","2","1","1","1","2","1","4","2","3","2",23032
"28","0122","5","11B195","04","40264","4","1","0","02","4","2","2","5","4","4","3","3","2","2","2","6","4","3","3",30710
"28","0122","5","11B195","04","40264","3","1","1","01","4","2","4","2","4","2","3","3","1","2","2","4","2","3","3",15355
"28","0122","5","11B195","04","40264","2","1","0","01","2","2","2","2","2","2","3","3","1","1","3","4","4","3","3",7677
"28","0122","8","11B192","04","40282","1","1","0","01","2","2","2","2","3","2","3","3","2","1","2","5","3","2","3",6245
"28","0122","8","11B192","04","40282","2","1","0","02","2","2","2","2","3","3","1","2","2","1","3","3","3","3","3",12489
"28","0122","8","11B192","04","40282","4","1","0","02","3","2","2","2","2","1","2","3","2","2","2","4","1","3","3",31223
"28","0122","8","11B192","04","40282","3","1","0","01","3","2","3","2","3","2","2","3","1","1","2","4","2","3","3",6245
"28","0122","1","13B201","04","40312","4","1","0","01","3","2","3","2","4","4","2","2","1","1","3","5","2","3","3",20658
"28","0122","1","13B201","04","40312","2","1","0","01","4","2","2","2","4","4","2","2","1","1","2","6","2","1","1",30987
"17","0122","3","11A207","05","40013","1","1","0","03","3","4","3","3","5","3","2","3","2","2","3","6","3","3","3",23244
"17","0122","3","11A207","05","40013","3","1","0","04","2","3","1","2","3","1","1","1","1","1","1","5","1","1","1",38739
"17","0122","3","11A207","05","40013","4","1","0","02","4","2","4","2","2","2","3","3","2","2","2","5","3","3","3",15496
"17","0122","7","12B193","05","40014","1","1","0","01","2","2","2","2","2","2","1","2","1","1","2","6","2","3","3",16366
"17","0122","7","12B193","05","40014","3","1","0","02","3","3","3","3","3","3","2","2","2","2","3","3","3","3","3",24550
"17","0122","7","12B193","05","40014","4","1","0","03","2","2","2","2","3","3","1","1","1","1","2","5","3","2","1",24550
"17","0122","7","12B193","05","40014","2","1","0","03","2","1","2","1","1","1","2","1","1","1","3","3","1","2","2",32733
"17","0122","3","12A207","05","40040","2","1","0","01","3","2","4","2","3","3","3","3","2","4","2","3","3","3","3",14378
"17","0122","3","12A207","05","40040","4","1","0","01","3","3","3","3","4","3","3","3","2","2","3","5","3","3","3",7189
"17","0122","3","12A207","05","40040","1","1","0","02","2","1","1","1","2","2","1","1","1","1","2","3","3","2","1",14378
"17","0122","7","13B193","05","40145","4","1","0","01","3","4","3","4","3","4","3","3","2","2","4","4","3","3","3",7274
"17","0122","7","13B193","05","40145","1","1","1","01","2","1","2","1","4","4","1","1","1","1","2","4","4","1","1",7274
"17","0122","7","13B193","05","40145","3","1","0","01","3","3","3","3","4","4","2","3","1","1","2","6","4","2","3",14548
"17","0122","7","13B193","05","40145","2","1","0","01","3","2","3","2","3","2","2","1","1","1","3","5","3","3","1",14548
"17","0122","2","13A208","05","40236","3","1","0","02","4","5","3","4","5","5","2","3","2","2","4","6","5","3","3",22113
"17","0122","6","11B194","05","40246","1","1","0","02","3","2","3","2","2","2","2","3","2","2","2","6","2","3","3",27579
"17","0122","6","11B194","05","40246","3","1","0","01","3","2","3","2","2","2","1","2","1","2","3","5","2","1","1",27579
"17","0122","2","11A208","05","40269","2","1","0","02","3","2","3","4","3","3","2","3","2","1","3","5","2","3","3",16066
"17","0122","2","11A208","05","40269","1","1","0","01","3","1","3","1","4","1","1","3","1","1","2","5","1","3","1",8033
"17","0122","2","11A208","05","40269","3","1","0","01","3","3","3","3","4","3","2","2","2","2","3","3","3","2","1",8033
"17","0122","8","12B192","05","40272","3","1","0","01","3","2","3","3","4","4","2","2","1","1","2","5","4","2","2",26978
"17","0122","8","12B192","05","40272","4","1","0","02","3","2","3","2","2","1","3","3","2","2","2","5","2","3","3",26978
"17","0122","8","12B192","05","40272","2","1","0","01","3","4","3","4","3","2","2","2","1","1","3","4","3","3","1",13489
"17","0122","6","12B194","05","40275","4","1","0","02","3","3","3","3","3","3","2","2","2","2","4","5","3","3","2",13914
"17","0122","6","12B194","05","40275","3","1","0","02","2","3","2","3","4","4","1","2","1","1","3","4","3","2","2",41741
"17","0122","8","11B192","05","40301","3","1","0","03","1","1","2","2","2","3","1","1","1","1","1","4","1","1","1",36315
"17","0122","8","11B192","05","40301","4","1","0","02","4","2","3","2","4","3","3","3","2","2","2","5","3","3","2",36315
"17","0122","8","11B192","05","40301","1","1","0","01","3","3","3","3","2","2","2","2","1","2","1","3","3","2","1",18158
"17","0122","8","11B192","05","40301","2","1","0","03","3","3","2","2","3","2","1","1","1","1","2","4","2","2","2",63552
"17","0122","1","12B201","05","40331","1","1","0","01","5","3","5","3","5","3","2","3","2","2","4","6","5","3","3",7310
"17","0122","1","12B201","05","40331","4","1","0","04","2","2","2","2","4","5","1","2","2","1","3","5","4","3","3",21929
"17","0122","4","11A206","05","40362","4","1","0","01","2","1","2","1","3","3","3","3","2","2","1","6","1","3","3",15131
"17","0122","4","11A206","05","40362","2","1","0","01","2","2","2","2","2","3","2","2","2","2","3","5","3","3","3",22696
"17","0122","4","11A206","05","40362","3","1","0","02","2","3","2","3","2","3","1","1","1","1","3","5","3","2","2",15131
"17","0122","5","12B195","05","40374","4","1","0","03","1","2","1","1","2","2","1","2","2","1","2","4","3","2","1",28852
"17","0122","4","12A206","05","40389","3","1","0","01","3","3","3","3","3","2","2","2","1","1","2","3","2","3","2",24219
"17","0122","4","12A206","05","40389","1","1","0","01","4","2","4","2","2","2","3","3","2","4","2","3","1","3","3",16146
"17","0122","4","12A206","05","40389","4","1","0","01","3","3","3","3","2","3","3","3","2","2","4","6","3","3","3",16146
"33","0122","7","11B193","06","40046","3","1","1","01","2","2","2","2","2","2","1","1","1","1","3","4","2","2","2",41218
"33","0122","7","11B193","06","40046","1","1","1","01","3","2","3","2","4","3","2","2","2","2","2","4","2","2","3",27478
"33","0122","7","11B193","06","40046","4","1","0","02","2","2","2","3","3","2","1","1","1","1","2","4","2","2","2",27478
"33","0122","3","13A207","06","40077","3","1","0","02","2","2","2","2","3","2","1","2","1","2","3","4","3","2","1",20825
"33","0122","3","13A207","06","40077","1","1","0","01","2","2","2","2","3","2","1","1","1","1","2","4","2","3","3",10413
"33","0122","3","13A207","06","40077","4","1","0","01","4","2","4","2","4","3","3","3","2","4","3","6","3","3","3",20825
"33","0122","3","11A207","06","40136","1","1","0","01","3","2","3","2","3","3","2","2","2","4","2","4","2","3","3",8997
"33","0122","3","11A207","06","40136","2","1","0","04","2","2","2","2","2","2","1","1","1","1","2","4","2","3","3",35989
"33","0122","3","11A207","06","40136","4","1","0","01","4","3","4","3","4","3","3","3","2","2","4","6","3","3","3",26992
"33","0122","2","11A208","06","40204","2","1","0","01","2","2","2","2","4","3","2","2","2","1","3","4","3","3","3",7017
"33","0122","2","11A208","06","40204","1","1","1","01","3","2","3","2","4","3","3","3","2","2","4","6","4","3","3",14034
"33","0122","2","11A208","06","40204","4","1","0","01","2","3","2","3","3","3","3","3","2","2","4","6","3","3","2",7017
"33","0122","2","11A208","06","40204","3","1","1","01","3","3","3","3","4","3","3","3","2","2","3","5","4","3","1",7017
"33","0122","6","12B194","06","40240","2","1","0","02","2","2","3","2","3","2","1","1","1","2","3","6","2","3","2",20951
"33","0122","6","12B194","06","40240","1","1","0","01","3","2","3","2","4","3","1","2","1","1","3","4","3","3","3",6984
"33","0122","6","12B194","06","40240","3","1","0","01","3","3","3","3","3","2","1","2","1","1","3","3","3","3","2",6984
"33","0122","6","12B194","06","40240","4","1","0","01","4","2","4","2","4","2","3","3","2","2","3","4","3","3","3",6984
"33","0122","6","11B194","06","40276","2","1","0","01","2","3","2","3","3","2","1","1","2","1","3","4","2","2","2",7585
"33","0122","6","11B194","06","40276","1","1","0","01","4","4","4","4","4","4","3","3","2","2","5","6","4","3","3",7585
"33","0122","6","11B194","06","40276","3","1","0","01","3","3","3","3","3","3","2","2","2","1","3","4","3","3","3",15169
"33","0122","6","11B194","06","40276","4","1","0","01","3","3","3","3","4","3","1","2","2","2","3","6","3","3","3",7585
"33","0122","1","13B201","06","40302","3","1","0","01","2","2","2","2","4","2","2","2","1","1","2","6","2","3","3",32667
"33","0122","1","13B201","06","40302","1","1","0","02","3","3","4","4","5","5","2","2","3","1","4","6","3","3","3",65334
"33","0122","1","13B201","06","40302","2","1","0","02","3","3","3","3","2","2","1","2","1","1","2","4","1","3","3",32667
"33","0122","8","12B192","06","40332","4","1","0","02","3","3","3","3","3","3","1","1","2","1","2","4","2","3","3",20145
"33","0122","8","12B192","06","40332","3","1","0","01","3","1","3","1","4","2","2","3","2","4","2","4","2","3","1",10072
"33","0122","8","12B192","06","40332","1","1","0","01","3","2","3","2","3","3","1","1","1","1","3","4","2","3","2",10072
"33","0122","8","12B192","06","40332","2","1","0","01","3","2","3","2","3","3","3","3","2","2","3","4","3","3","2",10072
"33","0122","8","13B192","06","40336","1","1","0","04","2","2","3","2","4","3","1","2","1","1","2","4","2","2","1",43044
"33","0122","8","13B192","06","40336","4","1","0","02","4","3","4","3","4","4","2","3","2","2","4","6","3","3","3",43044
"33","0122","8","13B192","06","40336","3","1","0","01","2","3","2","3","3","3","1","2","1","1","2","4","3","3","3",10761
"33","0122","8","13B192","06","40336","2","1","0","03","3","2","3","2","4","2","3","3","2","2","3","6","3","3","3",10761
"33","0122","5","13B195","06","40341","1","1","0","01","2","3","2","3","4","2","1","1","1","1","3","5","2","2","3",10329
"33","0122","5","13B195","06","40341","2","1","0","01","3","3","3","3","4","3","3","3","2","2","4","6","3","3","3",10329
"33","0122","5","13B195","06","40341","3","1","0","03","4","2","4","2","4","2","2","2","2","4","4","4","3","3","3",41317
"33","0122","5","13B195","06","40341","4","1","0","01","4","4","4","4","4","4","3","3","2","2","4","6","3","3","3",10329
"33","0122","1","11B201","06","40397","4","1","0","01","3","2","3","2","2","2","3","3","2","2","4","6","4","3","3",18402
"33","0122","1","11B201","06","40397","1","1","0","02","3","3","3","3","4","4","2","2","2","2","4","6","4","3","3",12268
"33","0122","1","11B201","06","40397","2","1","0","02","3","2","2","2","2","2","3","3","1","1","2","2","1","3","2",24536
"33","0122","4","12A206","06","40413","1","1","0","01","2","2","2","2","3","2","1","1","1","1","3","5","3","3","3",7572
"33","0122","4","12A206","06","40413","4","1","0","02","4","3","4","3","5","3","2","2","2","2","4","6","3","3","3",7572
"33","0122","4","12A206","06","40413","2","1","0","01","2","3","2","3","3","2","1","1","1","1","2","5","2","1","2",7572
"19","0122","3","11A207","07","40008","4","1","0","01","3","3","3","3","2","1","2","2","2","2","3","3","3","1","3",23475
"19","0122","3","11A207","07","40008","2","1","0","04","4","2","4","2","3","3","3","3","1","2","2","5","3","3","2",31299
"19","0122","3","11A207","07","40008","1","1","0","01","3","2","2","3","4","3","2","2","1","1","2","6","6","3","3",15650
"19","0122","3","11A207","07","40008","3","1","0","02","3","3","3","3","3","2","2","3","2","1","3","2","2","3","1",23475
"19","0122","7","11B193","07","40018","3","1","0","01","3","2","3","2","3","2","2","2","1","2","2","6","3","3","3",13225
"19","0122","7","11B193","07","40018","2","1","0","01","4","5","3","4","3","5","3","2","2","2","5","3","3","3","3",26451
"19","0122","7","11B193","07","40018","1","1","1","02","5","3","4","3","4","3","3","3","2","2","2","5","2","3","3",13225
"19","0122","7","11B193","07","40018","4","1","0","05","2","2","2","1","2","2","1","2","1","2","3","2","2","1","2",46289
"19","0122","7","12B193","07","40049","4","1","0","01","4","3","4","3","4","3","2","2","2","2","2","4","2","3","3",5428
"19","0122","7","12B193","07","40049","1","1","0","01","4","3","3","3","4","2","2","3","2","2","2","4","3","3","3",5428
"19","0122","2","12A208","07","40206","2","1","0","01","4","3","4","3","4","3","2","2","2","2","3","4","3","3","3",15930
"19","0122","2","12A208","07","40206","4","1","0","02","2","2","3","2","4","3","2","3","1","2","3","4","3","3","1",23895
"19","0122","2","12A208","07","40206","1","1","0","01","4","3","4","3","2","3","3","3","1","2","3","5","3","3","3",31860
